RA30;CODIGO_AVALIACAO;CODIGO_SEGMENTO_PISTA;ICP_PD;ACEITABILIDADE;OBSERVACAO;ICP_AV;MES;ANO;AVALIACAO_COMPLEMENTAR;DATA_AVALIACAO;TOTAL_PD_AV;CODIGO_ICP_CT;CODIGO_MR_PREVISTA;CODIGO_FUNCIONARIO_DIGITADOR;CODIGO_FUNCIONARIO_AVALIADOR;QTDE_DEF;DATA_DIG;ID_DIGITADOR;OBS1;ICP_SE;TOTAL_SE;PONTOS_SE;CODIGO_PARAM_CHECAGEM;CODIGO_TP_AVALIACAO;TOTAL_PD;
1;18131;15152;88,5;S;;85;10;2010;Nao;01/10/10;5;4;1;1;7;5;04/10/10;;;85;;;1;1;11,5;
1;18291;15153;86,5;S;;85;10;2010;Nao;04/10/10;6;4;1;1;4;3;05/10/10;;;85;;;1;1;13,5;
1;19122;15155;82,5;S;;65;10;2010;Nao;08/10/10;8;4;3;1;7;7;15/10/10;;;75;;;2;1;17,5;
1;22166;15156;90,5;S;;90;11;2010;Nao;26/11/10;4;4;1;1;4;3;29/08/10;;;90;;;1;1;9,5;
1;18593;15157;91;S;;85;10;2010;Nao;06/10/10;4;4;1;1;7;4;07/10/10;;;85;;;2;1;9;
1;18124;15158;93;S;;90;10;2010;Nao;01/10/10;3;4;1;1;7;3;04/10/10;;;90;;;1;1;7;
1;18595;15159;84,5;S;;80;10;2010;Nao;06/10/10;7;4;1;1;7;7;07/10/10;;;80;;;1;1;15,5;
1;18262;15160;85;S;;85;10;2010;Nao;04/10/10;9;4;1;1;4;4;05/10/10;;;85;;;1;1;15;
1;18132;15161;91;S;;90;10;2010;Nao;01/10/10;4;4;1;1;7;4;04/10/10;;;90;;;1;1;9;
1;18158;15163;93;S;;90;10;2010;Nao;01/10/10;3;4;1;1;7;3;04/10/10;;;90;;;1;1;7;
1;18318;15164;88,5;S;;90;10;2010;Nao;05/10/10;5;4;1;1;4;3;06/10/10;;;90;;;1;1;11,5;
1;22167;15166;82,5;S;;85;11;2010;Nao;26/11/10;8;4;1;1;7;4;29/08/10;;;85;;;1;1;17,5;
1;18123;15167;93;S;;90;10;2010;Nao;01/10/10;3;4;1;1;7;3;04/10/10;;;90;;;1;1;7;
1;18246;15168;86,5;S;;85;10;2010;Nao;04/10/10;6;4;1;1;4;4;05/10/10;;;85;;;1;1;13,5;
1;42181;15169;66;S;;55;7;2011;Nao;01/07/11;21;3;2;24;7;12;04/07/11;;;65;;;1;1;34;
1;12191;15170;88;S;;80;7;2010;Nao;15/07/10;6;4;2;1;4;5;16/07/10;;;85;;;1;1;12;
1;18696;15172;87;S;;85;10;2010;Nao;07/10/10;6;4;1;1;7;5;08/10/10;;;85;;;1;1;13;
1;20535;15173;85;S;;80;10;2010;Nao;28/10/10;7;4;1;1;4;5;29/10/10;;;85;;;1;1;15;
1;18821;15177;78;S;;80;10;2010;Nao;11/10/10;10;4;3;1;4;7;13/10/10;;;85;;;2;1;22;
1;18824;15178;88,5;S;;85;10;2010;Nao;11/10/10;5;4;1;1;4;3;13/10/10;;;90;;;1;1;11,5;
1;18125;15181;91;S;;90;10;2010;Nao;01/10/10;4;4;1;1;7;4;04/10/10;;;90;;;1;1;9;
1;22219;15182;91;S;;90;12;2010;Nao;01/12/10;4;4;1;1;7;4;01/09/10;;;90;;;1;1;9;
1;18708;15183;79,5;S;;80;10;2010;Nao;07/10/10;10;4;2;1;7;8;;;;80;;;1;1;20,5;
1;18258;15184;78,5;S;;85;10;2010;Nao;04/10/10;10;4;2;1;4;7;05/10/10;;;85;;;2;1;21,5;
1;18317;15187;91;S;;90;10;2010;Nao;05/10/10;4;4;1;1;4;3;06/10/10;;;90;;;1;1;9;
1;18177;15188;91;S;;90;10;2010;Nao;01/10/10;4;4;1;1;4;3;04/10/10;;;90;;;1;1;9;
1;18127;15189;91;S;;90;10;2010;Nao;01/10/10;4;4;1;1;7;4;04/10/10;;;90;;;1;1;9;
1;18126;15190;93;S;;90;10;2010;Nao;01/10/10;3;4;1;1;7;3;04/10/10;;;90;;;1;1;7;
1;18129;15191;93;S;;90;10;2010;Nao;01/10/10;3;4;1;1;7;3;04/10/10;;;90;;;1;1;7;
1;18257;15192;81,5;S;;85;10;2010;Nao;04/10/10;10;4;1;1;4;5;05/10/10;;;85;;;1;1;18,5;
1;18130;15193;93;S;;90;10;2010;Nao;01/10/10;3;4;1;1;7;3;04/10/10;;;90;;;1;1;7;
1;18241;15194;88,5;S;;85;10;2010;Nao;04/10/10;5;4;1;1;4;3;05/10/10;;;85;;;1;1;11,5;
1;18254;15195;84;S;;85;10;2010;Nao;04/10/10;7;4;3;1;4;4;05/10/10;;;85;;;1;1;16;
1;18255;15196;82;S;;85;10;2010;Nao;04/10/10;8;4;3;1;4;4;05/10/10;;;85;;;1;1;18;
1;18139;15198;82,5;S;;70;10;2010;Nao;01/10/10;8;4;1;1;7;5;04/10/10;;;70;;;3;1;17,5;
1;18334;15200;68;S;Recolocar alguns meio-fios.;75;10;2010;Nao;05/10/10;14;4;3;1;4;6;06/10/10;;;80;;;3;1;32;
1;19090;15201;88,5;S;;75;10;2010;Nao;08/10/10;5;4;1;1;7;5;15/10/10;;;80;;;2;1;11,5;
1;12027;15202;79,5;S;;80;7;2010;Nao;14/07/10;10;4;3;1;4;7;15/07/10;;;85;;;2;1;20,5;
1;18156;15204;84,5;S;;70;10;2010;Nao;01/10/10;7;4;1;1;7;5;04/10/10;;;70;;;3;1;15,5;
1;18157;15205;95;S;;90;10;2010;Nao;01/10/10;2;4;1;1;7;2;04/10/10;;;90;;;1;1;5;
1;21832;15206;91;S;;90;11;2010;Nao;18/11/10;4;4;1;1;7;4;22/11/10;;;90;;;1;1;9;
1;22156;15207;84,5;S;;85;11;2010;Nao;26/11/10;7;4;1;1;7;4;29/08/10;;;85;;;1;1;15,5;
1;18243;15209;87,5;S;;85;10;2010;Nao;04/10/10;7;4;1;1;4;4;05/10/10;;;85;;;1;1;12,5;
1;17282;15211;75,5;S;;80;9;2010;Nao;22/09/10;11;4;3;1;7;7;23/09/10;;;80;;;1;1;24,5;
1;17436;15212;87,5;S;;85;9;2010;Nao;24/09/10;7;4;1;1;4;4;27/09/10;;;85;;;1;1;12,5;
1;19097;15213;84,5;S;;75;10;2010;Nao;08/10/10;7;4;3;1;7;7;15/10/10;;;80;;;1;1;15,5;
1;18253;15215;81,5;S;;85;10;2010;Nao;04/10/10;8;4;3;1;4;5;05/10/10;;;85;;;1;1;18,5;
1;18987;15216;85;S;;85;10;2010;Nao;13/10/10;15;4;1;1;4;0;14/10/10;;;85;;;1;1;15;
1;19023;15217;76,5;S;;75;10;2010;Nao;13/10/10;12;4;2;1;4;8;14/10/10;;;80;;;1;1;23,5;
1;19921;15218;93;S;;85;10;2010;Nao;21/10/10;3;4;1;1;7;3;25/10/10;;;90;;;1;1;7;
1;42611;15219;75,5;S;;65;7;2011;Nao;06/07/11;16;4;4;24;4;8;07/07/11;;;75;;;1;1;24,5;
1;22157;15220;76,5;S;;80;11;2010;Nao;26/11/10;12;4;3;1;7;7;29/08/10;;;80;;;1;1;23,5;
1;22165;15222;79,5;S;;85;11;2010;Nao;26/11/10;11;4;3;1;7;7;29/08/10;;;85;;;2;1;20,5;
1;18328;15223;74,5;S;;80;10;2010;Nao;05/10/10;11;4;3;1;4;5;06/10/10;;;80;;;2;1;25,5;
1;18175;15224;91;S;;90;10;2010;Nao;01/10/10;4;4;1;1;4;3;04/10/10;;;90;;;1;1;9;
1;42178;15225;84;S;;75;7;2011;Nao;01/07/11;8;4;2;24;7;7;04/07/11;;;80;;;1;1;16;
1;19092;15226;82,5;S;;75;10;2010;Nao;08/10/10;8;4;1;1;7;8;15/10/10;;;80;;;1;1;17,5;
1;19096;15227;88,5;S;;75;10;2010;Nao;08/10/10;5;4;1;1;7;5;15/10/10;;;80;;;2;1;11,5;
1;19095;15228;91;S;;90;10;2010;Nao;08/10/10;4;4;1;1;7;4;15/10/10;;;90;;;1;1;9;
1;18138;15230;93;S;;85;10;2010;Nao;01/10/10;3;4;1;1;7;3;04/10/10;;;90;;;1;1;7;
1;18330;15231;70,5;S;;80;10;2010;Nao;05/10/10;14;4;3;1;4;7;06/10/10;;;80;;;2;1;29,5;
1;18244;15233;86,5;S;;85;10;2010;Nao;04/10/10;6;4;1;1;4;3;05/10/10;;;85;;;1;1;13,5;
1;18128;15234;91;S;;85;10;2010;Nao;01/10/10;4;4;1;1;7;5;04/10/10;;;85;;;2;1;9;
1;19505;15235;91;S;;85;10;2010;Nao;15/10/10;4;4;1;1;7;4;19/10/10;;;85;;;2;1;9;
1;18252;15236;80,5;S;;85;10;2010;Nao;04/10/10;10;4;3;1;4;6;05/10/10;;;85;;;1;1;19,5;
1;18174;15237;90,5;S;;90;10;2010;Nao;01/10/10;4;4;1;1;4;3;04/10/10;;;90;;;1;1;9,5;
1;20941;15238;77,5;S;;80;11;2010;Nao;05/11/10;10;4;3;1;7;5;08/11/10;;;80;;;1;1;22,5;
1;19094;15239;88,5;S;;75;10;2010;Nao;08/10/10;5;4;1;1;7;5;15/10/10;;;80;;;2;1;11,5;
1;19093;15240;91;S;;85;10;2010;Nao;08/10/10;4;4;1;1;7;4;15/10/10;;;85;;;2;1;9;
1;18587;15241;91;S;;85;10;2010;Nao;06/10/10;4;4;1;1;7;5;07/10/10;;;90;;;1;1;9;
1;18590;15242;88,5;S;;82;10;2010;Nao;06/10/10;5;4;1;1;7;5;07/10/10;;;82;;;2;1;11,5;
1;18251;15243;75,5;S;;80;10;2010;Nao;04/10/10;12;4;2;1;4;7;05/10/10;;;80;;;1;1;24,5;
1;13891;16763;87;S;;83;8;2010;Nao;05/08/10;6;4;1;1;7;4;06/08/10;;;88;;;1;1;13;
1;14212;16764;91;S;;85;8;2010;Nao;10/08/10;4;4;1;1;4;2;11/08/10;;;90;;;1;1;9;
1;14214;16765;78;S;;80;8;2010;Nao;10/08/10;10;4;3;1;4;7;11/08/10;;;85;;;2;1;22;
1;13892;16766;91;S;;83;8;2010;Nao;05/08/10;4;4;1;1;7;4;06/08/10;;;88;;;1;1;9;
1;14217;16767;86,5;S;;85;8;2010;Nao;10/08/10;6;4;1;1;4;4;11/08/10;;;90;;;1;1;13,5;
1;14211;16768;80,5;S;;80;8;2010;Nao;10/08/10;9;4;1;1;4;5;11/08/10;;;85;;;1;1;19,5;
1;13893;16769;93;S;;85;8;2010;Nao;05/08/10;3;4;1;1;7;3;06/08/10;;;90;;;1;1;7;
1;14427;16770;90;S;;85;8;2010;Nao;11/08/10;4;4;1;1;4;2;12/08/10;;;90;;;1;1;10;
1;14428;16771;86,5;S;;85;8;2010;Nao;11/08/10;6;4;1;1;4;4;12/08/10;;;90;;;1;1;13,5;
1;13894;16772;95;S;;85;8;2010;Nao;05/08/10;2;4;1;1;7;2;06/08/10;;;90;;;1;1;5;
1;13895;16773;95;S;;85;8;2010;Nao;05/08/10;2;4;1;1;7;2;06/08/10;;;90;;;1;1;5;
1;11149;16774;88,5;S;;90;6;2010;Nao;24/06/10;5;4;1;1;4;4;29/06/10;;;90;;;1;1;11,5;
1;11140;16775;82;S;;85;6;2010;Nao;24/06/10;8;4;1;1;4;4;29/06/10;;;85;;;1;1;18;
1;11168;16776;86;S;;80;6;2010;Nao;24/06/10;8;4;3;1;4;4;29/06/10;;;85;;;1;1;14;
1;11195;16777;68,5;S;;75;6;2010;Nao;25/06/10;17;4;2;1;4;9;29/06/10;;;80;;;3;1;31,5;
1;11538;16778;88;S;;90;7;2010;Nao;07/07/10;5;4;1;1;4;3;08/07/10;;;90;;;1;1;12;
1;13642;16779;95;S;;90;8;2010;Nao;03/08/10;2;4;1;1;7;2;04/08/10;;;90;;;1;1;5;
1;13141;16780;83;S;;75;7;2010;Nao;28/07/10;8;4;1;1;7;8;29/07/10;;;80;;;1;1;17;
1;13478;16781;77,5;S;;85;8;2010;Nao;02/08/10;10;4;2;1;4;6;03/08/10;;;85;;;2;1;22,5;
1;13215;16782;74;S;Pavimento da parada de onibus +- 30 fadiga media e alta.;75;7;2010;Nao;29/07/10;15;4;2;1;4;10;30/07/10;;;80;;;2;1;26;
1;13418;16783;87;S;;90;8;2010;Nao;02/08/10;6;4;1;1;4;4;03/08/10;;;90;;;1;1;13;
1;13475;16784;90,5;S;;90;8;2010;Nao;02/08/10;4;4;1;1;4;3;03/08/10;;;90;;;1;1;9,5;
1;13474;16785;86,5;S;;90;8;2010;Nao;02/08/10;6;4;1;1;4;4;03/08/10;;;90;;;1;1;13,5;
1;13737;16786;93;S;;85;8;2010;Nao;04/08/10;3;4;1;1;7;3;05/08/10;;;90;;;1;1;7;
1;13738;16787;93;S;;90;8;2010;Nao;04/08/10;3;4;1;1;7;4;05/08/10;;;90;;;1;1;7;
1;14630;16788;86;S;;85;8;2010;Nao;13/08/10;6;4;1;1;4;3;16/08/10;;;90;;;1;1;14;
1;14632;16789;90;S;;85;8;2010;Nao;13/08/10;6;4;1;1;4;4;16/08/10;;;90;;;1;1;10;
1;41858;16790;85;S;;75;6;2011;Nao;29/06/11;7;4;3;24;7;5;30/06/11;;;80;;;1;1;15;
1;14633;16791;86,5;S;;85;8;2010;Nao;13/08/10;6;4;3;1;4;5;16/08/10;;;90;;;1;1;13,5;
1;14807;16792;93;S;;85;8;2010;Nao;16/08/10;3;4;1;1;7;3;17/08/10;;;90;;;1;1;7;
1;14627;16793;79;S;;80;8;2010;Nao;13/08/10;9;4;3;1;4;5;16/08/10;;;85;;;2;1;21;
1;11535;16794;93;S;;90;7;2010;Nao;07/07/10;3;4;1;1;4;2;08/07/10;;;90;;;1;1;7;
1;11693;16796;78,5;S;;85;7;2010;Nao;09/07/10;9;4;3;1;4;4;13/07/10;;;85;;;2;1;21,5;
1;11692;16797;82;S;;85;7;2010;Nao;09/07/10;8;4;1;1;4;4;13/07/10;;;85;;;1;1;18;
1;11946;16798;86;S;;90;7;2010;Nao;13/07/10;6;4;1;1;4;3;14/07/10;;;90;;;1;1;14;
1;11950;16799;83;S;;85;7;2010;Nao;13/07/10;8;4;2;1;4;5;14/07/10;;;85;;;1;1;17;
1;11949;16800;86;S;;90;7;2010;Nao;13/07/10;6;4;1;1;4;4;14/07/10;;;90;;;1;1;14;
1;11747;16801;91;S;;85;7;2010;Nao;09/07/10;4;4;1;1;7;5;13/07/10;;;90;;;1;1;9;
1;11737;16802;93;S;;90;7;2010;Nao;09/07/10;3;4;1;1;7;3;13/07/10;;;90;;;1;1;7;
1;11736;16803;93;S;;90;7;2010;Nao;09/07/10;3;4;1;1;7;3;13/07/10;;;90;;;1;1;7;
1;11738;16804;95;S;;85;7;2010;Nao;09/07/10;2;4;1;1;7;2;13/07/10;;;90;;;1;1;5;
1;11739;16805;95;S;;85;7;2010;Nao;09/07/10;2;4;1;1;7;2;13/07/10;;;90;;;1;1;5;
1;11731;16806;85;S;;75;7;2010;Nao;09/07/10;6;4;1;1;7;3;13/07/10;;;80;;;1;1;15;
1;11735;16807;91;S;;90;7;2010;Nao;09/07/10;4;4;1;1;7;4;13/07/10;;;90;;;1;1;9;
1;12397;16808;81;S;;80;7;2010;Nao;20/07/10;11;4;2;1;4;5;21/07/10;;;85;;;1;1;19;
1;12399;16809;90;S;;85;7;2010;Nao;20/07/10;6;4;2;1;4;3;21/07/10;;;90;;;1;1;10;
1;11717;16810;89;S;;80;7;2010;Nao;09/07/10;5;4;1;1;7;6;13/07/10;;;85;;;1;1;11;
1;11718;16811;91;S;;85;7;2010;Nao;09/07/10;4;4;1;1;4;5;13/07/10;;;90;;;1;1;9;
1;13680;16814;85,5;S;;80;8;2010;Nao;04/08/10;8;4;2;1;4;5;05/08/10;;;85;;;1;1;14,5;
1;13677;16815;82,5;S;;80;8;2010;Nao;04/08/10;8;4;1;1;4;5;05/08/10;;;85;;;1;1;17,5;
1;13679;16816;82,5;S;;80;8;2010;Nao;04/08/10;8;4;1;1;4;5;05/08/10;;;85;;;1;1;17,5;
1;13681;16817;83;S;;80;8;2010;Nao;04/08/10;8;4;1;1;4;6;05/08/10;;;85;;;1;1;17;
1;22329;16819;78;S;;80;12;2010;Nao;07/12/10;13;4;2;1;7;7;08/09/10;;;85;;;2;1;22;
1;13815;16820;84,5;S;;80;8;2010;Nao;05/08/10;7;4;1;1;4;5;06/08/10;;;85;;;1;1;15,5;
1;13824;16821;90,5;S;;85;8;2010;Nao;05/08/10;4;4;1;1;4;3;06/08/10;;;90;;;1;1;9,5;
1;13817;16822;92,5;S;;85;8;2010;Nao;05/08/10;3;4;1;1;4;2;06/08/10;;;90;;;1;1;7,5;
1;13820;16823;78;S;;80;8;2010;Nao;05/08/10;10;4;3;1;4;7;06/08/10;;;85;;;2;1;22;
1;13822;16824;82,5;S;;80;8;2010;Nao;05/08/10;8;4;1;1;4;6;06/08/10;;;85;;;1;1;17,5;
1;13819;16825;88,5;S;;85;8;2010;Nao;05/08/10;5;4;1;1;4;3;06/08/10;;;90;;;1;1;11,5;
1;13800;16826;86,5;S;;85;8;2010;Nao;05/08/10;6;4;1;1;4;4;06/08/10;;;90;;;1;1;13,5;
1;13967;16827;84,5;S;;80;8;2010;Nao;05/08/10;7;4;1;1;4;4;09/08/10;;;85;;;1;1;15,5;
1;11727;16828;91;S;;85;7;2010;Nao;09/07/10;4;4;1;1;7;5;13/07/10;;;90;;;1;1;9;
1;11724;16829;91;S;;85;7;2010;Nao;09/07/10;4;4;1;1;7;6;13/07/10;;;90;;;1;1;9;
1;41784;16830;89;S;Corretiva + Preventiva.;75;6;2011;Nao;28/06/11;8;4;3;24;7;5;29/06/11;;;80;;;2;1;11;
1;12701;16832;88,5;S;;80;7;2010;Nao;22/07/10;5;4;1;1;7;6;23/07/10;;;85;;;1;1;11,5;
1;11293;16834;83,5;S;Dados do segmento 17317 esta digitado aqui pois as fichas foram unidas.;90;7;2010;Nao;02/07/10;7;4;3;1;4;3;18/11/10;;;90;;;2;1;16,5;
1;22339;16835;82,5;S;;85;12;2010;Nao;07/12/10;8;4;1;1;7;5;08/09/10;;;85;;;1;1;17,5;
1;12945;16836;90;S;;85;7;2010;Nao;26/07/10;5;4;1;1;7;4;28/07/10;;;85;;;1;1;10;
1;12938;16837;85;S;;80;7;2010;Nao;26/07/10;7;4;1;1;7;6;28/07/10;;;80;;;1;1;15;
1;12703;16838;86,5;S;;75;7;2010;Nao;22/07/10;6;4;1;1;7;7;23/07/10;;;80;;;2;1;13,5;
1;12688;16839;79,5;S;;65;7;2010;Nao;22/07/10;11;4;2;1;7;11;23/07/10;;;75;;;1;1;20,5;
1;12689;16840;83,5;S;;75;7;2010;Nao;22/07/10;8;4;2;1;7;6;23/07/10;;;75;;;2;1;16,5;
1;12690;16841;83,5;S;;85;7;2010;Nao;22/07/10;8;4;1;1;7;8;23/07/10;;;85;;;1;1;16,5;
1;12488;16842;91;S;;80;7;2010;Nao;20/07/10;4;4;1;1;7;6;21/07/10;;;85;;;2;1;9;
1;14731;16843;86,5;S;;90;8;2010;Nao;16/08/10;6;4;1;1;4;4;17/08/10;;;90;;;1;1;13,5;
1;14693;16844;86;S;;90;8;2010;Nao;16/08/10;6;4;1;1;4;3;17/08/10;;;90;;;1;1;14;
1;14720;16845;81,5;S;;85;8;2010;Nao;16/08/10;8;4;3;1;4;5;17/08/10;;;85;;;1;1;18,5;
1;14506;16846;82,5;S;;80;8;2010;Nao;12/08/10;8;4;1;1;4;4;13/08/10;;;85;;;1;1;17,5;
1;14507;16847;88,5;S;;85;8;2010;Nao;12/08/10;5;4;1;1;4;3;13/08/10;;;90;;;1;1;11,5;
1;14775;16848;91;S;;85;8;2010;Nao;16/08/10;5;4;1;1;7;5;17/08/10;;;90;;;1;1;9;
1;14801;16849;85;S;;83;8;2010;Nao;16/08/10;7;4;1;1;7;4;17/08/10;;;88;;;1;1;15;
1;13259;18825;79,5;S;;80;7;2010;Nao;29/07/10;10;4;1;1;7;10;30/07/10;;;80;;;1;1;20,5;
1;13301;18826;93;S;;90;7;2010;Nao;29/07/10;3;4;1;1;7;3;02/08/10;;;90;;;1;1;7;
1;13257;18827;91;S;;90;7;2010;Nao;29/07/10;4;4;1;1;4;4;30/07/10;;;90;;;1;1;9;
1;13256;18828;95;S;;90;7;2010;Nao;29/07/10;2;4;1;1;7;2;30/07/10;;;90;;;1;1;5;
1;13187;18829;82,5;S;;80;7;2010;Nao;28/07/10;8;4;1;1;7;6;29/07/10;;;80;;;1;1;17,5;
1;13185;18830;88,5;S;;85;7;2010;Nao;28/07/10;5;4;1;1;7;5;29/07/10;;;85;;;1;1;11,5;
1;13276;18831;81,5;S;;80;7;2010;Nao;29/07/10;11;4;2;1;7;11;30/07/10;;;80;;;1;1;18,5;
1;13277;18832;86,5;S;;85;7;2010;Nao;29/07/10;6;4;1;1;7;7;30/07/10;;;85;;;1;1;13,5;
1;16108;18833;86;S;;85;9;2010;Nao;03/09/10;6;4;3;1;4;3;09/09/10;;;85;;;1;1;14;
1;16423;18834;95;S;;90;9;2010;Nao;13/09/10;3;4;1;1;7;3;14/09/10;;;90;;;1;1;5;
1;16424;18835;91;S;;90;9;2010;Nao;13/09/10;4;4;1;1;7;4;14/09/10;;;90;;;1;1;9;
1;16425;18838;93;S;;90;9;2010;Nao;13/09/10;3;4;1;1;7;3;14/09/10;;;90;;;1;1;7;
1;16474;18840;87;S;;85;9;2010;Nao;13/09/10;6;4;1;1;7;6;14/09/10;;;85;;;1;1;13;
1;16426;18841;93;S;;90;9;2010;Nao;13/09/10;3;4;1;1;7;3;14/09/10;;;90;;;1;1;7;
1;16475;18844;93;S;;90;9;2010;Nao;13/09/10;3;4;1;1;7;3;14/09/10;;;90;;;1;1;7;
1;16427;18845;84,5;S;;85;9;2010;Nao;13/09/10;7;4;4;1;7;8;14/09/10;;;85;;;1;1;15,5;
1;14893;18855;93;S;;85;8;2010;Nao;17/08/10;3;4;1;1;7;4;18/08/10;;;90;;;1;1;7;
1;15628;18866;81;S;;80;8;2010;Nao;27/08/10;8;4;3;1;4;4;01/09/10;;;85;;;1;1;19;
1;15641;18867;84,5;S;;85;8;2010;Nao;27/08/10;7;4;1;1;4;4;01/09/10;;;85;;;1;1;15,5;
1;15626;18868;81;S;;80;8;2010;Nao;27/08/10;8;4;3;1;4;4;01/09/10;;;85;;;1;1;19;
1;15625;18869;83,5;S;;80;8;2010;Nao;27/08/10;7;4;3;1;4;4;01/09/10;;;85;;;1;1;16,5;
1;15649;18871;81;S;;85;8;2010;Nao;27/08/10;8;4;3;1;4;4;01/09/10;;;85;;;1;1;19;
1;15619;18873;83,5;S;;80;8;2010;Nao;27/08/10;7;4;3;1;4;4;01/09/10;;;85;;;1;1;16,5;
1;15617;18874;81;S;;80;8;2010;Nao;27/08/10;8;4;3;1;4;4;01/09/10;;;85;;;1;1;19;
1;15648;18875;81;S;;80;8;2010;Nao;27/08/10;8;4;3;1;4;3;01/09/10;;;85;;;1;1;19;
1;15615;18877;84,5;S;;80;8;2010;Nao;27/08/10;7;4;1;1;4;4;01/09/10;;;85;;;1;1;15,5;
1;14905;18879;91;S;;85;8;2010;Nao;17/08/10;4;4;1;1;7;3;18/08/10;;;90;;;1;1;9;
1;41835;18880;83;S;;80;6;2011;Nao;29/06/11;9;4;2;24;4;6;30/06/11;;;85;;;1;1;17;
1;41834;18881;72,5;S;;65;6;2011;Nao;29/06/11;15;4;2;24;4;9;30/06/11;;;75;;;1;1;27,5;
1;15171;18882;82,5;S;;80;8;2010;Nao;19/08/10;8;4;3;1;7;6;20/08/10;;;85;;;1;1;17,5;
1;15172;18883;87;S;;85;8;2010;Nao;19/08/10;6;4;1;1;7;4;20/08/10;;;90;;;1;1;13;
1;15774;18884;86,5;S;Recolocar alguns meios-fios.;85;8;2010;Nao;30/08/10;6;4;1;1;4;4;03/09/10;;;90;;;1;1;13,5;
1;20491;18893;93;S;;85;10;2010;Nao;28/10/10;3;4;1;1;7;3;29/10/10;;;90;;;1;1;7;
1;20492;18894;95;S;;85;10;2010;Nao;28/10/10;2;4;1;1;7;2;29/10/10;;;90;;;1;1;5;
1;42620;18895;83;S;;80;7;2011;Nao;06/07/11;8;4;2;24;4;5;07/07/11;;;85;;;1;1;17;
1;42625;18896;83,5;S;;75;7;2011;Nao;06/07/11;13;4;2;24;4;7;07/07/11;;;80;;;1;1;16,5;
1;20489;18897;93;S;;85;10;2010;Nao;28/10/10;3;4;1;1;7;3;29/10/10;;;90;;;1;1;7;
1;20488;18898;93;S;;85;10;2010;Nao;28/10/10;3;4;1;1;7;3;29/10/10;;;90;;;1;1;7;
1;42624;18899;77;S;;75;7;2011;Nao;06/07/11;14;4;2;24;4;8;07/07/11;;;80;;;1;1;23;
1;42623;18900;77;S;;75;7;2011;Nao;06/07/11;13;4;2;24;4;9;07/07/11;;;80;;;1;1;23;
1;42622;18901;76,5;S;;75;7;2011;Nao;06/07/11;14;4;2;24;4;7;07/07/11;;;80;;;1;1;23,5;
1;20615;18902;95;S;;85;10;2010;Nao;29/10/10;2;4;1;1;7;2;01/11/10;;;90;;;1;1;5;
1;20617;18903;91;S;;85;10;2010;Nao;29/10/10;4;4;1;1;7;4;01/11/10;;;90;;;1;1;9;
1;20816;18904;88,5;S;;85;11;2010;Nao;03/11/10;5;4;1;1;4;3;05/11/10;;;90;;;1;1;11,5;
1;20815;18905;82,5;S;;80;11;2010;Nao;03/11/10;10;4;1;1;4;5;05/11/10;;;85;;;1;1;17,5;
1;20817;18912;80,5;S;;80;11;2010;Nao;03/11/10;10;4;1;1;4;6;05/11/10;;;85;;;1;1;19,5;
1;20782;18913;84,5;S;;80;11;2010;Nao;01/11/10;7;4;1;1;4;4;03/11/10;;;85;;;1;1;15,5;
1;20044;18914;82,5;S;;80;10;2010;Nao;22/10/10;8;4;1;1;4;5;26/10/10;;;85;;;1;1;17,5;
1;20769;18915;80,5;S;;80;11;2010;Nao;01/11/10;9;4;1;1;4;6;03/11/10;;;85;;;1;1;19,5;
1;20770;18916;84,5;S;;80;11;2010;Nao;01/11/10;7;4;1;1;4;4;03/11/10;;;85;;;1;1;15,5;
1;42626;18917;73;S;;75;7;2011;Nao;06/07/11;15;4;2;24;4;9;07/07/11;;;80;;;2;1;27;
1;42619;18918;74,5;S;;75;7;2011;Nao;06/07/11;12;4;2;24;4;7;07/07/11;;;80;;;2;1;25,5;
1;20781;18919;81,5;S;;80;11;2010;Nao;01/11/10;10;4;2;1;4;6;03/11/10;;;85;;;1;1;18,5;
1;20780;18920;91;S;;85;11;2010;Nao;01/11/10;4;4;1;1;4;3;03/11/10;;;90;;;1;1;9;
1;20778;18921;83,5;S;Recolocar alguns meio-fios;80;11;2010;Nao;01/11/10;9;4;2;1;4;5;03/11/10;;;85;;;1;1;16,5;
1;20777;18922;82,5;S;;75;11;2010;Nao;01/11/10;10;4;2;1;4;7;03/11/10;;;80;;;1;1;17,5;
1;20772;18923;88,5;S;;85;11;2010;Nao;01/11/10;5;4;1;1;4;3;03/11/10;;;90;;;1;1;11,5;
1;20779;18924;80,5;S;;80;11;2010;Nao;01/11/10;9;4;1;1;4;6;03/11/10;;;85;;;1;1;19,5;
1;20027;18925;91;S;;85;10;2010;Nao;22/10/10;4;4;1;1;4;3;25/10/10;;;90;;;1;1;9;
1;20031;18926;87;S;;80;10;2010;Nao;22/10/10;7;4;2;1;4;5;25/10/10;;;85;;;1;1;13;
1;20025;18927;95,5;S;;90;10;2010;Nao;22/10/10;2;5;1;1;4;2;25/10/10;;;95;;;1;1;4,5;
1;20026;18928;88,5;S;;80;10;2010;Nao;22/10/10;7;4;1;1;4;5;25/10/10;;;85;;;1;1;11,5;
1;20028;18929;86,5;S;;80;10;2010;Nao;22/10/10;8;4;1;1;4;5;25/10/10;;;85;;;1;1;13,5;
