RA30;CODIGO_AVALIACAO;CODIGO_SEGMENTO_PISTA;ICP_PD;ACEITABILIDADE;OBSERVACAO;ICP_AV;MES;ANO;AVALIACAO_COMPLEMENTAR;DATA_AVALIACAO;TOTAL_PD_AV;CODIGO_ICP_CT;CODIGO_MR_PREVISTA;CODIGO_FUNCIONARIO_DIGITADOR;CODIGO_FUNCIONARIO_AVALIADOR;QTDE_DEF;DATA_DIG;ID_DIGITADOR;OBS1;ICP_SE;TOTAL_SE;PONTOS_SE;CODIGO_PARAM_CHECAGEM;CODIGO_TP_AVALIACAO;TOTAL_PD;
1;90452;111291;100;S;;85;6;2012;;19/06/12;;4;1;;26;3;;;;;;;1;1;0;
1;90487;111338;100;S;;65;6;2012;;21/06/12;;4;4;;26;6;;;;;;;1;1;25;
1;90499;111348;100;S;;75;6;2012;;21/06/12;;4;3;;14;4;;;;;;;1;1;0;
1;90521;111326;100;S;;75;6;2012;;21/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;90536;111286;100;S;;80;6;2012;;22/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;85835;108653;90;S;;85;1;2012;Nao;26/01/12;4;4;1;24;22;2;27/01/12;;;90;;;1;1;10;
1;85850;108654;90;S;;85;1;2012;Nao;26/01/12;4;4;1;24;22;2;27/01/12;;;90;;;1;1;10;
1;85831;108655;95;S;;90;1;2012;Nao;26/01/12;2;4;1;24;22;1;27/01/12;;;90;;;1;1;5;
1;85832;108658;78;S;;80;1;2012;Nao;26/01/12;10;4;1;24;22;5;27/01/12;;;85;;;2;1;22;
1;90449;11087;100;S;;60;6;2012;;14/06/12;;3;2;;14;4;;;;;;;1;1;18;
1;90448;14639;100;S;;60;6;2012;;14/06/12;;3;3;;14;4;;;;;;;1;1;18;
1;90453;111290;100;S;;80;6;2012;;19/06/12;;4;3;;14;2;;;;;;;1;1;0;
1;90467;111307;100;S;;85;6;2012;;19/06/12;;4;1;;26;2;;;;;;;1;1;6;
1;90468;111306;100;S;;75;6;2012;;19/06/12;;4;3;;26;3;;;;;;;1;1;0;
1;90494;111345;100;S;;;6;2012;;21/06/12;;4;4;;14;6;;;;;;;1;1;27,5;
1;90501;111350;100;S;;80;6;2012;;21/06/12;;4;3;;26;3;;;;;;;1;1;0;
1;90511;111318;100;S;;70;6;2012;;21/06/12;;4;4;;26;3;;;;;;;1;1;0;
1;90516;111288;100;S;;75;6;2012;;21/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;90517;111322;100;S;;;6;2012;;21/06/12;;4;3;;26;3;;;;;;;1;1;0;
1;90518;111323;100;S;;70;6;2012;;21/06/12;;4;4;;14;3;;;;;;;1;1;0;
1;90525;111353;100;S;;75;6;2012;;22/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;90531;13684;100;S;;80;6;2012;;22/06/12;;4;3;;14;3;;;;;;;1;1;8,5;
1;90537;111357;100;S;;80;6;2012;;22/06/12;;4;3;;14;2;;;;;;;1;1;0;
1;90541;111361;100;S;;80;6;2012;;22/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;90544;111365;100;S;;65;6;2012;;22/06/12;;4;4;;14;5;;;;;;;1;1;0;
1;90549;111368;100;;;80;6;2012;;22/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;90552;111277;100;S;;80;6;2012;;22/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;90475;111301;100;S;;85;6;2012;;19/06/12;;4;1;;26;3;;;;;;;1;1;6;
1;90472;111304;100;S;;75;6;2012;;19/06/12;;4;3;;26;3;;;;;;;1;1;12;
1;90495;111346;100;S;;70;6;2012;;21/06/12;;4;4;;14;3;;;;;;;1;1;0;
1;90519;111324;100;S;;65;6;2012;;21/06/12;;4;4;;14;6;;;;;;;1;1;0;
1;90550;111369;100;S;;80;6;2012;;22/06/12;;4;3;;14;2;;;;;;;1;1;0;
1;90507;111314;100;S;;;6;2012;;21/06/12;;4;4;;26;4;;;;;;;1;1;0;
1;90514;111320;100;S;;70;6;2012;;21/06/12;;4;4;;14;4;;;;;;;1;1;0;
1;90504;111313;100;S;;75;6;2012;;21/06/12;;4;3;;26;3;;;;;;;1;1;0;
1;90509;111316;100;S;;75;6;2012;;21/06/12;;4;3;;26;3;;;;;;;1;1;19,5;
1;90512;111319;100;S;;70;6;2012;;21/06/12;;4;3;;26;4;;;;;;;1;1;0;
1;90527;111355;100;S;;75;6;2012;;22/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;90532;14630;100;S;;70;6;2012;;22/06/12;;4;2;;14;5;;;;;;;1;1;0;
1;90543;111364;100;S;;90;6;2012;;22/06/12;;4;1;;14;2;;;;;;;1;1;0;
1;90551;111370;100;S;;80;6;2012;;22/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;90524;111352;100;S;;75;6;2012;;22/06/12;;4;3;;14;4;;;;;;;1;1;0;
1;90535;111356;100;S;;85;6;2012;;22/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;90539;111359;100;S;;75;6;2012;;22/06/12;;4;3;;14;3;;;;;;;1;1;0;
1;85849;107420;88;S;;90;1;2012;Nao;26/01/12;5;4;1;24;22;3;27/01/12;;;90;;;1;1;12;
1;85847;107421;90;S;;90;1;2012;Nao;26/01/12;4;4;1;24;22;2;27/01/12;;;90;;;1;1;10;
1;85848;107422;85;S;;75;1;2012;Nao;26/01/12;15;4;2;24;22;4;27/01/12;;;75;;;2;1;15;
1;80419;107787;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80430;107788;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80432;107804;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80434;107805;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80428;107806;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80429;107807;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;89139;107808;89;S;;85;3;2012;Nao;07/03/12;5;4;1;24;14;2;08/03/12;;;90;;;1;1;11;
1;80433;107809;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80425;107811;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80426;107812;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80427;107813;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80402;107814;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80408;107815;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80403;107816;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80404;107817;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80398;107819;88,5;S;;80;12;2011;Nao;15/12/11;5;4;1;24;20;2;16/12/11;;;85;;;1;1;11,5;
1;80399;107820;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80400;107821;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80401;107822;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80394;107823;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80396;107824;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80397;107825;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80409;107826;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80424;107827;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80395;107828;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80410;107829;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80411;107830;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80435;107832;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80413;107834;90;S;;90;12;2011;Nao;15/12/11;4;4;1;24;20;1;16/12/11;;;90;;;1;1;10;
1;80416;107835;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80415;107836;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80420;107837;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80423;107838;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80421;107842;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80414;107844;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80417;107845;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80418;107846;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80405;107847;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80406;107848;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80407;107849;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80390;107865;90;S;Muito barro na via.;85;12;2011;Nao;15/12/11;4;4;1;24;21;2;16/12/11;;;90;;;1;1;10;
1;80393;107866;90;S;;85;12;2011;Nao;15/12/11;4;4;1;24;21;2;16/12/11;;;90;;;1;1;10;
1;80389;107867;90;S;;85;12;2011;Nao;15/12/11;4;4;1;24;21;2;16/12/11;;;90;;;1;1;10;
1;80431;107868;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80370;107872;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;2;10/01/12;;;90;;;1;1;5;
1;80359;107873;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80438;107874;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80358;107875;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80437;107876;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80436;107877;92,5;S;;85;12;2011;Nao;15/12/11;3;4;1;24;20;1;16/12/11;;;90;;;1;1;7,5;
1;80356;107878;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80374;107879;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80375;107880;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80376;107881;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80357;107882;93;S;;85;12;2011;Nao;15/12/11;3;4;1;24;7;2;16/12/11;;;90;;;1;1;7;
1;85844;107883;86;S;;85;1;2012;Nao;26/01/12;6;4;1;24;22;3;27/01/12;;;90;;;1;1;14;
1;80361;107884;93;S;;85;12;2011;Nao;15/12/11;3;4;1;24;7;2;16/12/11;;;90;;;1;1;7;
1;80367;107885;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80391;107886;100;S;;85;12;2011;Nao;15/12/11;0;4;1;24;21;0;16/12/11;;;90;;;2;1;0;
1;80362;107887;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80371;107888;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80360;107889;93;S;;85;12;2011;Nao;15/12/11;3;4;1;24;7;2;16/12/11;;;90;;;1;1;7;
1;80364;107890;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;90482;111333;100;S;;65;6;2012;;21/06/12;;4;4;;26;4;;;;;;;1;1;0;
1;90471;111282;100;S;;75;6;2012;;19/06/12;;4;2;;26;5;;;;;;;1;1;0;
1;90488;111339;100;S;;65;6;2012;;21/06/12;;4;4;;14;4;;;;;;;1;1;0;
1;90498;111279;100;S;;80;6;2012;;21/06/12;;4;3;;14;2;;;;;;;1;1;9;
1;80368;107891;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80369;107892;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80372;107894;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80363;107895;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80373;107896;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80365;107898;93;S;;80;12;2011;Nao;15/12/11;3;4;1;24;7;2;16/12/11;;;85;;;2;1;7;
1;80366;107899;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80353;107900;95;S;Repor meio-fio.  Drenagem pessima.;85;12;2011;Nao;15/12/11;2;4;3;24;7;1;16/12/11;;;90;;;1;1;5;
1;80380;107901;95;S;;90;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80354;107902;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80355;107903;30;S;;20;12;2011;Nao;15/12/11;70;1;5;24;7;0;16/12/11;;;30;;;1;1;70;
1;80377;107904;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80378;107905;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80379;107906;95;S;;85;12;2011;Nao;15/12/11;2;4;1;24;7;1;16/12/11;;;90;;;1;1;5;
1;80381;107907;90;S;;85;12;2011;Nao;15/12/11;4;4;1;24;21;2;16/12/11;;;90;;;1;1;10;
1;80385;107908;90;S;;85;12;2011;Nao;15/12/11;4;4;1;24;21;2;16/12/11;;;90;;;1;1;10;
1;80384;107909;90;S;;85;12;2011;Nao;15/12/11;4;4;1;24;21;2;16/12/11;;;90;;;1;1;10;
1;80386;107910;90;S;;85;12;2011;Nao;15/12/11;4;4;1;24;21;2;16/12/11;;;90;;;1;1;10;
1;80382;107911;90;S;;85;12;2011;Nao;15/12/11;4;4;1;24;21;2;16/12/11;;;90;;;1;1;10;
1;80383;107912;90;S;;85;12;2011;Nao;15/12/11;4;4;1;24;21;2;16/12/11;;;90;;;1;1;10;
1;80387;107913;90;S;;85;12;2011;Nao;15/12/11;4;4;1;24;21;2;16/12/11;;;90;;;1;1;10;
1;80388;107914;20;S;;20;12;2011;Nao;15/12/11;80;1;5;24;21;0;16/12/11;;;20;;;1;1;80;
1;90463;111311;100;S;;75;6;2012;;19/06/12;;4;3;;26;3;;;;;;;1;1;19;
1;90477;111299;100;S;;70;6;2012;;19/06/12;;4;3;;26;4;;;;;;;1;1;0;
1;90492;111343;100;S;;70;6;2012;;21/06/12;;4;4;;26;5;;;;;;;1;1;0;
1;90506;111280;100;S;;75;6;2012;;21/06/12;;4;4;;14;4;;;;;;;1;1;0;
1;90513;111287;100;S;;70;6;2012;;21/06/12;;4;4;;26;5;;;;;;;1;1;0;
1;90522;111327;100;S;;75;6;2012;;21/06/12;;4;3;;14;5;;;;;;;1;1;0;
1;90546;111366;100;S;;80;6;2012;;22/06/12;;4;3;;14;2;;;;;;;1;1;0;
1;85843;108445;95;S;;85;1;2012;Nao;26/01/12;2;4;1;24;22;1;27/01/12;;;90;;;1;1;5;
1;85842;108460;95;S;;85;1;2012;Nao;26/01/12;2;4;1;24;22;1;27/01/12;;;90;;;1;1;5;
1;42215;1260;84;S;;80;7;2011;Nao;01/07/11;10;4;2;24;4;7;04/07/11;;;85;;;1;1;16;
1;4250;1266;88;S;Presenca de agua no trecho.;75;2;2010;Nao;17/02/10;5;4;1;1;7;3;17/02/10;;;80;;;2;1;12;
1;1720;1267;85;S;;84;1;2010;Nao;19/01/10;11;4;2;1;4;5;19/01/10;;;89;;;1;1;15;
1;42096;1268;83;S;;80;6;2011;Nao;30/06/11;13;4;2;24;4;6;01/07/11;;;85;;;1;1;17;
1;42097;1269;88;S;;80;6;2011;Nao;30/06/11;10;4;1;24;4;7;01/07/11;;;85;;;1;1;12;
1;42098;1270;75;S;;75;6;2011;Nao;30/06/11;15;4;2;24;4;8;01/07/11;;;80;;;1;1;25;
1;1685;1271;83;S;Colocar tampa boca de lobo, Retirar sujeira superficial da boca de lobo;84;1;2010;Nao;19/01/10;11;4;2;1;4;5;19/01/10;;;89;;;2;1;17;
1;42254;1272;82,5;S;;80;7;2011;Nao;01/07/11;8;4;3;24;4;6;04/07/11;;;85;;;1;1;17,5;
1;42249;1273;89;S;;85;7;2011;Nao;01/07/11;5;4;2;24;4;4;04/07/11;;;90;;;1;1;11;
1;4284;1276;84;S;;60;2;2010;Nao;22/02/10;9;4;1;1;7;7;22/02/10;;;70;;;3;1;16;
1;42099;1278;84,5;S;;80;6;2011;Nao;30/06/11;11;4;2;24;4;9;01/07/11;;;85;;;1;1;15,5;
1;4276;1285;79,5;S;;60;2;2010;Nao;22/02/10;9;4;1;1;7;6;22/02/10;;;70;;;2;1;20,5;
1;4157;1287;79,5;S;;60;2;2010;Nao;09/02/10;14;4;2;1;4;8;09/02/10;;;70;;;2;1;20,5;
1;4298;1328;81,5;S;;60;2;2010;Nao;23/02/10;12;4;2;1;7;10;23/02/10;;;70;;;3;1;18,5;
1;4279;1348;73;S;;60;2;2010;Nao;22/02/10;15;3;2;1;7;10;22/02/10;;;70;;;1;1;27;
1;4275;1349;78,5;S;;60;2;2010;Nao;22/02/10;12;4;2;1;7;9;22/02/10;;;70;;;2;1;21,5;
1;4169;1350;83;S;;60;2;2010;Nao;09/02/10;13;3;2;1;4;6;09/02/10;;;70;;;3;1;17;
1;7268;1352;70;S;Recolocar alguns meio-fios.;65;4;2010;Nao;08/04/10;24;4;2;1;4;12;22/04/10;;;75;;;1;1;30;
1;4160;1363;78;S;;60;2;2010;Nao;09/02/10;14;4;2;1;4;7;09/02/10;;;70;;;2;1;22;
1;42250;1413;68;S;;65;7;2011;Nao;01/07/11;18;4;3;24;4;10;04/07/11;;;75;;;2;1;32;
1;4167;2024;86;S;;65;2;2010;Nao;09/02/10;7;4;1;1;7;5;09/02/10;;;75;;;3;1;14;
1;4283;2025;86;S;;65;2;2010;Nao;22/02/10;7;4;1;1;7;5;22/02/10;;;75;;;3;1;14;
1;4164;2028;77;S;;60;2;2010;Nao;09/02/10;20;4;2;1;7;16;09/02/10;;;70;;;2;1;23;
1;42100;2034;86;S;;80;6;2011;Nao;30/06/11;8;4;2;24;4;6;01/07/11;;;85;;;1;1;14;
1;4277;2147;81;S;;60;2;2010;Nao;22/02/10;9;4;1;1;7;7;22/02/10;;;70;;;3;1;19;
1;1510;2294;81,5;S;;85;1;2010;Nao;15/01/10;10;4;2;1;4;6;15/01/10;;;90;;;2;1;18,5;
1;1511;2295;93;S;;92;1;2010;Nao;15/01/10;3;5;3;1;4;2;15/01/10;;;97;;;1;1;7;
1;10761;4102;50;S;;40;6;2010;Nao;09/06/10;50;3;5;1;4;0;14/06/10;;;50;;;1;1;50;
1;1663;2378;89;S;;88;1;2010;Nao;19/01/10;7;5;2;1;4;3;19/01/10;;;93;;;1;1;11;
1;42253;2379;85;S;;80;7;2011;Nao;01/07/11;7;4;2;24;4;4;04/07/11;;;85;;;1;1;15;
1;1681;2380;100;S;Retirar residuos de concreto do trecho.;94;1;2010;Nao;19/01/10;0;5;3;1;4;0;19/01/10;;;99;;;1;1;0;
1;45528;6044;89;S;;75;8;2011;Nao;08/08/11;8;4;2;24;7;4;10/08/11;;;80;;;2;1;11;
1;4177;1169;86,5;S;;65;2;2010;Nao;09/02/10;9;4;2;1;7;6;09/02/10;;;75;;;3;1;13,5;
1;18736;10944;86;S;;85;10;2010;Nao;07/10/10;6;4;1;1;4;3;11/10/10;;;85;;;1;1;14;
1;18173;10945;86,5;S;;85;10;2010;Nao;01/10/10;6;4;1;1;4;4;04/10/10;;;85;;;1;1;13,5;
1;19167;10946;93;S;;90;10;2010;Nao;14/10/10;3;4;1;1;7;3;15/10/10;;;90;;;1;1;7;
1;19068;10950;92,5;S;;90;10;2010;Nao;13/10/10;4;4;1;1;7;4;14/10/10;;;90;;;1;1;7,5;
1;19162;10951;84,5;S;;75;10;2010;Nao;14/10/10;7;4;1;1;7;7;15/10/10;;;80;;;1;1;15,5;
1;19485;10952;95;S;;80;10;2010;Nao;15/10/10;2;4;1;1;7;2;19/10/10;;;80;;;3;1;5;
1;19138;10953;78,5;S;;60;10;2010;Nao;13/10/10;10;4;3;1;7;7;15/10/10;;;70;;;2;1;21,5;
1;18491;10954;88,5;S;;90;10;2010;Nao;06/10/10;5;4;1;1;4;3;07/10/10;;;90;;;1;1;11,5;
1;18903;10955;84;S;;85;10;2010;Nao;11/10/10;7;4;1;1;4;5;13/10/10;;;85;;;1;1;16;
1;22029;10956;80,5;N;;85;11;2010;Nao;24/11/10;9;4;1;1;7;8;25/11/10;;;85;;;1;1;19,5;
1;22046;10957;84,5;S;;85;11;2010;Nao;24/11/10;7;4;1;1;4;4;25/11/10;;;85;;;1;1;15,5;
1;15239;10963;84,5;S;;85;8;2010;Nao;24/08/10;7;4;1;1;4;4;25/08/10;;;85;;;1;1;15,5;
1;15272;10964;87;S;;80;8;2010;Nao;24/08/10;6;4;1;1;7;5;25/08/10;;;85;;;1;1;13;
1;15208;10965;78;S;Recolocar alguns meio-fios;85;8;2010;Nao;24/08/10;10;4;3;1;4;7;25/08/10;;;85;;;2;1;22;
1;15358;10968;78;S;;85;8;2010;Nao;25/08/10;10;4;3;1;4;7;26/08/10;;;85;;;2;1;22;
1;15499;10970;84,5;S;;80;8;2010;Nao;26/08/10;7;4;2;1;4;5;27/08/10;;;85;;;1;1;15,5;
1;15357;10971;82,5;S;;85;8;2010;Nao;25/08/10;8;4;2;1;4;6;26/08/10;;;85;;;1;1;17,5;
1;15673;10972;91;S;;90;8;2010;Nao;27/08/10;4;4;1;1;7;4;02/09/10;;;90;;;1;1;9;
1;15356;10973;84,5;S;;85;8;2010;Nao;25/08/10;8;4;3;1;4;7;26/08/10;;;85;;;1;1;15,5;
1;15672;10974;95;S;;90;8;2010;Nao;27/08/10;2;4;1;1;7;2;02/09/10;;;90;;;1;1;5;
1;15667;10975;90;S;;90;8;2010;Nao;27/08/10;10;4;2;1;7;0;13/09/10;;;90;;;1;1;10;
1;15709;10976;89;S;;90;8;2010;Nao;27/08/10;5;4;1;1;7;4;02/09/10;;;90;;;1;1;11;
1;15703;10977;87;S;;85;8;2010;Nao;27/08/10;6;4;1;1;7;4;02/09/10;;;85;;;1;1;13;
1;15704;10979;91;S;;90;8;2010;Nao;27/08/10;4;4;1;1;7;3;02/09/10;;;90;;;1;1;9;
1;15707;10980;89;S;;85;8;2010;Nao;27/08/10;5;4;1;1;7;4;02/09/10;;;90;;;1;1;11;
1;15705;10981;95;S;;90;8;2010;Nao;27/08/10;2;4;1;1;7;2;02/09/10;;;90;;;1;1;5;
1;21486;10982;84,5;S;;85;11;2010;Nao;12/11/10;7;4;3;1;7;7;16/11/10;;;85;;;1;1;15,5;
1;19961;10983;86,5;S;;85;10;2010;Nao;22/10/10;6;4;1;1;7;5;25/10/10;;;85;;;1;1;13,5;
1;21339;10984;70;S;;70;11;2010;Nao;11/11/10;30;3;5;1;7;0;16/11/10;;;70;;;1;1;30;
1;20161;10985;84,5;S;;80;10;2010;Nao;25/10/10;7;4;1;1;7;7;26/10/10;;;80;;;1;1;15,5;
1;20160;10986;91;S;;90;10;2010;Nao;25/10/10;4;4;1;1;7;4;26/10/10;;;90;;;1;1;9;
1;22209;10987;75,5;S;;75;11;2010;Nao;29/11/10;11;4;3;1;4;7;31/08/10;;;80;;;1;1;24,5;
1;21249;10988;95;S;;90;11;2010;Nao;10/11/10;2;4;1;1;7;2;11/11/10;;;90;;;1;1;5;
1;21253;10989;89;S;;90;11;2010;Nao;10/11/10;5;4;1;1;7;4;11/11/10;;;90;;;1;1;11;
1;21111;10990;93;S;;90;11;2010;Nao;09/11/10;3;4;1;1;7;4;10/11/10;;;90;;;1;1;7;
1;20148;10991;75,5;S;;80;10;2010;Nao;25/10/10;11;4;3;1;4;7;26/10/10;;;80;;;1;1;24,5;
1;21112;10993;89;S;;85;11;2010;Nao;09/11/10;5;4;1;1;7;4;10/11/10;;;85;;;1;1;11;
1;11646;10995;86,5;S;;85;7;2010;Nao;08/07/10;6;4;1;1;4;4;09/07/10;;;90;;;1;1;13,5;
1;11387;11004;81;S;;80;7;2010;Nao;06/07/10;10;4;1;1;4;5;07/07/10;;;85;;;1;1;19;
1;11401;11005;90;S;;85;7;2010;Nao;06/07/10;4;4;1;1;4;2;07/07/10;;;90;;;1;1;10;
1;13653;11011;95;S;;90;8;2010;Nao;03/08/10;2;4;1;1;7;2;04/08/10;;;90;;;1;1;5;
1;16437;11012;75;S;;80;9;2010;Nao;13/09/10;13;4;2;1;7;11;14/09/10;;;80;;;1;1;25;
1;15974;11013;82,5;S;;85;9;2010;Nao;01/09/10;8;4;1;1;4;5;09/09/10;;;85;;;1;1;17,5;
1;17717;11014;88,5;S;;85;9;2010;Nao;28/09/10;5;4;1;1;4;3;29/09/10;;;90;;;1;1;11,5;
1;16989;11015;84;S;;80;9;2010;Nao;20/09/10;7;4;3;1;4;4;21/09/10;;;85;;;1;1;16;
1;15976;11016;81,5;S;;85;9;2010;Nao;01/09/10;9;4;2;1;4;6;09/09/10;;;85;;;1;1;18,5;
1;16049;11017;78;S;;80;9;2010;Nao;02/09/10;11;4;2;1;4;7;09/09/10;;;80;;;1;1;22;
1;15990;11018;88,5;S;;90;9;2010;Nao;01/09/10;5;4;1;1;4;3;09/09/10;;;90;;;1;1;11,5;
1;15938;11019;82,5;S;;85;9;2010;Nao;01/09/10;8;4;1;1;4;5;08/09/10;;;85;;;1;1;17,5;
