RA30;CODIGO_INVENTARIO;CODIGO_SEGMENTO_PISTA;CODIGO_PAVIMENTO;CODIGO_VOLUME;CODIGO_ROTA;DATA_ANALISE;NOME_RUA;COMPRIMENTO;LARGURA_PISTA;IDADE;ANO_ULTIMA_MR;CODIGO_MR;CODIGO_POCOVISITA;CODIGO_INTERFERENCIA;CODIGO_CALCADA;CODIGO_DRENAGEM;CODIGO_SUBLEITO;CODIGO_ESTRUTURA;CODIGO_SENTIDO;CODIGO_GRID;DA_RUA;ATE_RUA;NUMERO_FAIXAS;RAIZ;BOCA_LOBO;CODIGO_CONDICAO_DRENAGEM;CODIGO_ESTACIONAMENTO;CODIGO_MEIOFIO;CODIGO_CONDICAO_MEIOFIO;CODIGO_CONDICAO_CALCADA;CODIGO_HIERARQUIA;VELOCIDADE_VIA;VEICULOS_PESADOS;
1;13226;14310;1;2;;11/08/10;;;10;;;;;;2;1;3;;1;;;;3;N;S;3;2;1;3;;3;60;20;
1;13234;14311;1;3;;11/08/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;2;1;3;3;3;60;20;
1;13233;14312;1;3;;11/08/10;;;10;;;;;;3;1;3;;1;;;;3;N;N;3;2;1;3;3;3;60;20;
1;13225;14313;1;4;;11/08/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;7;
1;13213;14314;1;3;;10/08/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;3;60;15;
1;13214;14315;1;3;;10/08/10;;;10;;;;;;1;1;3;;1;;;;3;N;N;3;2;1;3;3;3;60;15;
1;13055;14316;1;3;;09/08/10;;;10;;;;;;1;1;3;;1;;;;3;N;N;3;3;1;3;3;3;60;15;
1;13195;14317;1;3;;10/08/10;;;10;;;;;;2;1;3;;1;;;;3;N;S;3;2;1;3;;3;60;15;
1;14245;14318;1;3;;24/08/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;15;
1;10610;14319;1;3;;08/07/10;;;10;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;3;60;20;
1;10046;14320;1;1;;05/07/10;;;21;;;;;;2;1;3;;1;;;;6;N;S;3;2;1;3;;2;80;20;
1;14640;14321;1;3;;27/08/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;4;40;15;
1;14630;14322;1;3;;27/08/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;2;1;3;2;5;30;7;
1;14641;14323;1;3;;27/08/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;4;40;15;
1;14255;14324;1;3;;25/08/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;5;
1;14627;14325;1;1;;27/08/10;;;21;;;;;;1;1;3;;1;;;;6;N;S;3;2;1;3;3;3;60;20;
1;14626;14326;1;1;;27/08/10;;;21;;;;;;1;1;3;;1;;;;6;N;S;3;2;1;3;3;3;60;20;
1;15183;14329;1;2;;08/09/10;;;10;;;;;;3;1;3;;1;;;;3;N;N;3;2;1;3;3;3;60;15;
1;15303;14330;1;2;;09/09/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;2;3;60;20;
1;14241;14332;1;3;;24/08/10;;;7,5;;;;2;;3;1;3;;1;;;;2;N;S;3;2;1;3;3;5;30;3;
1;14242;14333;1;5;;24/08/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;3;5;30;5;
1;10388;14334;1;1;;08/07/10;;;20;;;;;;2;1;3;;1;;;;6;N;N;3;2;1;3;;2;80;20;
1;10386;14335;1;4;;08/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;3;
1;10385;14336;1;2;;08/07/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;2;5;30;1;
1;10369;14337;1;2;;08/07/10;;;7,5;;;;2;;2;1;3;;1;;;;2;N;S;3;2;1;3;;3;60;20;
1;10421;14338;1;4;;08/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;4;40;5;
1;10607;14339;1;1;;08/07/10;;;21;;;;;;1;1;3;;1;;;;6;N;S;3;2;1;3;3;3;60;20;
1;14252;14340;1;5;;24/08/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;3;1;3;2;5;30;1;
1;13960;14341;1;3;;18/08/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;20;
1;13963;14342;1;3;;18/08/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;5;30;15;
1;13968;14343;1;3;;18/08/10;;;5;;;;;;2;1;3;;1;;;;1;N;S;3;2;1;3;;4;40;15;
1;13969;14344;1;3;;18/08/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;4;40;15;
1;13964;14345;1;3;;18/08/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;5;30;15;
1;13961;14346;1;3;;18/08/10;;;5;;;;;;3;1;3;;1;;;;1;N;S;3;2;1;3;2;4;40;20;
1;13962;14347;1;3;;18/08/10;;;5;;;;;;2;1;3;;1;;;;1;N;S;3;2;1;3;;4;40;20;
1;13967;14348;1;3;;18/08/10;;;10;;;;;;2;1;3;;1;;;;3;N;N;3;2;1;3;;3;60;20;
1;13959;14349;1;3;;18/08/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;20;
1;13957;14350;1;3;;18/08/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;20;
1;13970;14351;1;3;;18/08/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;4;40;15;
1;15715;14353;1;2;;16/09/10;;;10;;;;;;2;1;3;;1;;;;3;N;N;3;2;1;3;;3;60;10;
1;15698;14354;1;2;;16/09/10;;;7,5;;;;2;;3;1;3;;1;;;;2;N;S;3;2;1;3;3;3;60;10;
1;41540;14711;1;2;;01/07/11;;;10;;;;;;1;1;3;;1;;;;3;S;S;3;2;1;3;2;3;60;10;
1;14758;15643;1;3;;31/08/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;4;40;5;
1;14759;15644;1;3;;31/08/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;4;40;5;
1;18371;15645;1;5;;18/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;2;
1;17920;15646;1;3;;11/10/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;S;3;2;1;3;2;4;40;2;
1;18352;15647;1;5;;15/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;2;
1;20786;15649;1;4;;18/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;5;
1;17929;15650;1;5;;11/10/10;;;5;;;;;;2;1;3;;1;;;;2;N;S;3;1;1;3;;5;30;1;
1;17939;15651;2;5;;11/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;17836;15652;1;3;;11/10/10;;;5;;;;;;3;1;3;;1;;;;2;N;N;3;2;1;3;3;4;40;5;
1;18946;15653;1;5;;21/10/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;S;3;3;1;3;3;5;30;1;
1;20772;15655;1;4;;18/11/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;5;
1;20794;15656;3;5;;18/11/10;;;7,5;;;;;;2;1;2;;2;;;;2;N;N;2;2;2;;;5;30;2;
1;18241;15657;1;5;;14/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;2;
1;17949;15658;1;5;;11/10/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18363;15659;1;5;;18/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;17940;15663;1;5;;11/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;17941;15664;1;5;;11/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18207;15665;1;3;;14/10/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;3;4;40;10;
1;17824;15667;1;4;;11/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;2;
1;18728;15668;1;4;;20/10/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;5;
1;18727;15669;1;4;;20/10/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;5;
1;18315;15671;1;5;;15/10/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;21272;15672;1;5;;01/12/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;18368;15673;1;3;;18/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;2;1;3;3;4;40;5;
1;18313;15674;1;5;;15/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;18287;15675;1;4;;15/10/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;2;;4;40;5;
1;18455;15676;1;4;;15/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;3;2;1;3;3;4;40;5;
1;17982;15677;1;5;;13/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;2;
1;19117;15678;1;5;;25/10/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;2;1;1;3;3;5;30;1;
1;20521;15679;1;4;;12/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;2;2;3;3;;5;30;7;
1;20184;15681;1;5;;09/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18753;15682;1;4;;20/10/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;4;40;5;
1;18752;15683;1;4;;20/10/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;5;
1;18985;15684;1;3;;22/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;4;40;10;
1;20459;15685;1;4;;10/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;5;
1;18790;15688;1;5;;21/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18778;15689;1;5;;21/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;2;
1;20472;15692;1;3;;10/11/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;3;4;40;10;
1;20187;15693;1;5;;09/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;19112;15694;1;5;;25/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;S;N;3;2;1;3;2;5;30;5;
1;18777;15697;1;4;;21/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;2;
1;17967;15700;1;1;;13/10/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;3;60;10;
1;18766;15701;1;4;;21/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;4;40;2;
1;18742;15702;1;4;;20/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;1;2;1;3;1;4;40;5;
1;18780;15703;1;5;;21/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;;2;1;3;3;5;30;5;
1;18904;15704;1;5;;20/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;18786;15705;1;5;;21/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;1;1;1;3;3;5;30;1;
1;19109;15706;1;5;;25/10/10;;;7,5;;;;1;;3;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;19111;15707;1;5;;25/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18919;15708;1;3;;21/10/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;15;
1;20180;15709;1;5;;09/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18997;15712;1;5;;22/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18994;15713;1;5;;22/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18754;15714;1;4;;20/10/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;5;
1;20340;15716;1;5;;11/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;5;
1;18907;15718;1;5;;21/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;3;1;3;3;5;30;1;
1;18905;15719;1;5;;21/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;3;1;3;3;5;30;1;
1;18779;15720;1;5;;21/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;18953;15722;1;5;;21/10/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18684;15724;1;5;;19/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;20461;15725;1;5;;10/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;2;5;30;1;
1;20479;15728;1;5;;12/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;2;2;2;;;5;30;5;
1;20471;15729;1;5;;10/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;20470;15730;1;5;;10/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;1;1;3;2;5;30;1;
1;41657;12669;1;1;;04/07/11;;;16;;;;;;3;1;3;;1;;;;4;N;S;3;2;1;3;3;3;60;10;
1;41658;12670;1;1;;04/07/11;;;16;;;;;;3;1;3;;1;;;;4;N;N;3;2;1;3;3;3;60;10;
1;10440;11878;1;5;;09/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;5;30;2;
1;10483;11879;1;3;;09/07/10;;;7,5;;;;2;;3;1;3;;1;;;;2;N;N;3;2;1;3;3;4;40;5;
1;11366;11880;1;4;;21/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;2;
1;10496;11881;1;3;;09/07/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;2;1;3;3;4;40;7;
1;11465;11882;1;5;;22/07/10;;;10;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;10493;11883;1;4;;09/07/10;;;7,5;;;;2;;1;1;3;;1;;;;2;N;S;3;1;1;3;2;5;30;7;
1;10455;11884;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;3;
1;10495;11885;1;3;;09/07/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;2;1;3;2;4;40;7;
1;13448;11886;1;3;;12/08/10;;;5;;;;;;3;1;3;;1;;;;2;N;N;3;2;3;3;3;4;40;15;
1;11471;11887;1;5;;22/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;2;5;30;1;
1;11467;11888;1;5;;22/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;11058;11889;1;3;;16/07/10;;;14;;;;2;;1;1;3;;2;;;;4;N;S;3;2;1;3;3;4;40;7;
1;10269;11890;1;2;;07/07/10;;;10;;;;;;2;1;3;;1;;;;2;N;N;3;2;3;3;;4;40;5;
1;10270;11891;1;2;;07/07/10;;;10;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;5;
1;19391;11893;1;5;;27/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;21391;11894;1;3;;07/12/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;4;40;10;
1;11069;11896;1;5;;16/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11068;11897;1;3;;16/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;20;
1;10451;11898;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;2;4;40;2;
1;10449;11899;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;10452;11900;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;2;
1;10435;11901;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;2;5;30;2;
1;10434;11902;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;1;1;3;3;5;30;2;
1;10442;11903;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;2;5;30;2;
1;10437;11904;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;2;
1;10436;11905;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;1;1;3;3;5;30;1;
1;11473;11907;1;5;;22/07/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;10433;11908;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;4;40;2;
1;10707;11909;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;4;40;3;
1;10494;11910;1;3;;09/07/10;;;7,5;;;;2;;1;1;3;;1;;;;2;N;S;3;3;1;3;3;4;40;7;
1;10723;11911;1;3;;13/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;5;
1;10446;11914;1;4;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;2;
1;10445;11915;1;4;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;2;4;40;2;
1;10425;11916;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;4;40;2;
1;10424;11917;1;5;;09/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;2;4;40;2;
1;10485;11918;1;3;;09/07/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;N;3;2;1;3;3;4;40;7;
1;11039;11919;1;5;;16/07/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;N;3;3;1;3;3;5;30;1;
1;11038;11921;1;5;;16/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;1;1;3;;5;30;1;
1;10718;11922;1;5;;13/07/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;S;3;1;1;3;3;5;30;5;
1;10719;11923;1;5;;13/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;5;30;5;
1;11466;11924;1;5;;22/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11002;11925;1;5;;16/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11003;11926;1;5;;16/07/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;21393;11927;1;5;;07/12/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11370;11929;1;4;;21/07/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;2;
1;11373;11930;1;5;;21/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;10720;11931;1;5;;13/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;3;
1;11371;11932;1;3;;21/07/10;;;10;;;;;;3;1;3;;1;;;;3;N;N;3;2;1;3;3;3;60;5;
1;10975;11933;1;5;;15/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;11199;11934;1;5;;20/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;10484;11935;1;3;;09/07/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;3;4;40;10;
1;11000;11936;1;5;;16/07/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11379;11937;1;5;;21/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;1;1;3;;5;30;1;
1;21386;11938;1;4;;07/12/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;3;3;1;3;2;4;40;7;
1;10721;11939;1;3;;13/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;5;
1;10722;11940;1;4;;13/07/10;;;7,5;;;;;;3;1;3;;2;;;;4;N;N;3;2;1;3;2;4;40;5;
1;11355;11941;1;5;;21/07/10;;;4;;;;;;3;1;3;;1;;;;2;N;N;3;2;1;2;2;5;30;1;
1;11001;11942;1;5;;16/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;10976;11943;1;5;;15/07/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11354;11944;1;3;;21/07/10;;;10;;;;;;2;1;3;;1;;;;3;N;N;3;2;1;3;;3;60;5;
1;11374;11945;1;5;;21/07/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;11372;11946;1;3;;21/07/10;;;10;;;;1;;3;1;3;;1;;;;3;N;S;3;2;1;3;2;3;60;5;
1;11180;11947;1;5;;20/07/10;;;7,5;;;;1;;2;1;3;;2;;;;2;N;N;3;1;1;3;;5;30;1;
1;41452;13944;1;3;;30/06/11;;;14;;;;;;2;1;3;;2;;;;4;N;S;3;3;1;3;;3;60;3;
1;16582;13092;1;4;;27/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;16576;13093;1;5;;27/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;16759;13094;1;5;;28/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;16783;13095;1;5;;29/09/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;2;;5;30;1;
1;16782;13096;1;3;;29/09/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;15;
1;16734;13097;1;4;;28/09/10;;;5;;;;;;3;1;3;;1;;;;2;N;S;3;2;3;3;3;4;40;7;
1;16592;13098;1;5;;27/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;2;5;30;1;
1;16591;13099;1;5;;27/09/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;2;2;1;3;3;5;30;2;
1;16869;13100;1;3;;29/09/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;4;40;10;
1;16788;13101;1;5;;29/09/10;;;7,5;;;;1;;2;1;3;;2;;;;2;N;S;2;2;2;;;5;30;1;
1;16758;13102;1;5;;28/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;16587;13103;1;5;;27/09/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;16588;13104;1;5;;27/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;16868;13105;1;3;;29/09/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;S;3;2;1;3;3;4;40;10;
1;16854;13107;1;5;;29/09/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;2;1;2;2;5;30;1;
1;16840;13108;1;3;;29/09/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;5;30;10;
1;16593;13109;1;5;;27/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;2;
1;16746;13110;1;4;;28/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;5;
1;16784;13111;1;3;;29/09/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;3;2;1;3;3;4;40;15;
1;17184;13112;1;5;;01/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;S;S;3;1;1;3;2;5;30;1;
1;16335;13113;1;5;;23/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;S;S;3;1;1;3;3;5;30;1;
1;16739;13114;1;5;;28/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;21236;13115;1;5;;26/11/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;16735;13116;1;4;;28/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;16839;13117;1;3;;29/09/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;4;40;10;
1;16296;13118;1;4;;22/09/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;2;1;3;3;4;40;5;
1;16855;13119;1;5;;29/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;2;2;5;30;1;
1;21235;13120;1;5;;26/11/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;16972;13121;1;5;;30/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;5;
1;16754;13122;1;5;;28/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;16605;13123;1;4;;27/09/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;5;30;7;
1;16786;13124;1;3;;29/09/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;2;1;3;3;4;40;10;
1;16791;13125;1;3;;29/09/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;3;4;40;10;
1;17154;13128;1;5;;01/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;S;S;3;1;1;3;3;5;30;1;
1;18165;13129;1;4;;14/10/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;2;;;5;30;5;
1;17354;13130;1;3;;05/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;2;4;40;5;
1;17469;13131;1;4;;06/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;17732;13132;1;5;;08/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
