RA30;CODIGO_INVENTARIO;CODIGO_SEGMENTO_PISTA;CODIGO_PAVIMENTO;CODIGO_VOLUME;CODIGO_ROTA;DATA_ANALISE;NOME_RUA;COMPRIMENTO;LARGURA_PISTA;IDADE;ANO_ULTIMA_MR;CODIGO_MR;CODIGO_POCOVISITA;CODIGO_INTERFERENCIA;CODIGO_CALCADA;CODIGO_DRENAGEM;CODIGO_SUBLEITO;CODIGO_ESTRUTURA;CODIGO_SENTIDO;CODIGO_GRID;DA_RUA;ATE_RUA;NUMERO_FAIXAS;RAIZ;BOCA_LOBO;CODIGO_CONDICAO_DRENAGEM;CODIGO_ESTACIONAMENTO;CODIGO_MEIOFIO;CODIGO_CONDICAO_MEIOFIO;CODIGO_CONDICAO_CALCADA;CODIGO_HIERARQUIA;VELOCIDADE_VIA;VEICULOS_PESADOS;
1;15778;13499;1;5;;16/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;7;
1;16142;13500;1;3;;21/09/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;S;3;2;1;3;3;5;30;7;
1;15182;13501;1;3;;08/09/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;N;3;2;1;3;3;4;40;10;
1;15670;13503;1;3;;15/09/10;;;10;;;;;;2;1;3;;1;;;;3;N;S;3;2;1;3;;3;60;10;
1;15627;13504;1;4;;15/09/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;S;3;1;1;3;3;5;30;5;
1;15572;13505;1;4;;15/09/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;1;1;3;3;5;30;5;
1;15595;13506;1;4;;15/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;4;40;5;
1;10754;13508;1;3;;14/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;2;
1;17206;13510;1;5;;04/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;17680;13513;1;5;;07/10/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;2;1;2;2;5;30;1;
1;17214;13514;1;5;;04/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;S;S;3;1;1;3;3;5;30;1;
1;10793;13515;1;3;;14/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;3;60;5;
1;17587;13516;1;5;;06/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;17548;13517;1;4;;06/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;17551;13518;1;5;;06/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;17550;13519;1;5;;06/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;17279;13520;1;5;;04/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;17686;13521;1;3;;07/10/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;4;40;10;
1;21258;13522;1;4;;29/11/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;2;5;30;5;
1;17150;13523;1;5;;01/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;S;S;3;1;1;3;3;4;40;5;
1;21228;13524;1;5;;26/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;S;S;3;1;1;3;3;5;30;1;
1;17267;13525;1;5;;04/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;2;
1;10771;13526;1;2;;14/07/10;;;20;;;;;;2;1;3;;2;;;;4;N;N;3;2;1;3;;4;60;3;
1;10769;13527;1;3;;14/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;3;
1;10767;13528;1;3;;14/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;3;
1;17215;13529;1;5;;04/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;17212;13530;2;5;;04/10/10;;;14;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;10772;13531;1;5;;14/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;1;
1;17262;13532;1;5;;04/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;2;
1;18119;13534;1;3;;08/10/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;S;3;2;1;3;3;4;40;10;
1;17552;13536;1;5;;06/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;17586;13537;1;5;;06/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;17242;13539;1;5;;04/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;21333;13540;1;3;;02/12/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;N;3;2;3;3;2;4;40;5;
1;17109;13541;1;5;;01/10/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;2;1;3;3;5;30;1;
1;17208;13543;1;5;;04/10/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;2;1;3;2;5;30;2;
1;17679;13544;1;5;;07/10/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;2;1;2;2;5;30;1;
1;17692;13545;1;4;;07/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;2;1;3;3;4;40;7;
1;17092;13547;1;1;;01/10/10;;;10;;;;;;2;1;3;;1;;;;3;N;N;3;2;1;3;;3;60;15;
1;20806;13549;1;5;;18/11/10;;;5;;;;1;;2;1;3;;1;;;;2;N;N;3;2;2;;;4;40;1;
1;17266;13550;1;5;;04/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;17687;13553;1;3;;07/10/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;S;3;2;1;3;2;4;40;10;
1;17549;13554;1;5;;06/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;17274;13555;1;5;;04/10/10;;;7,5;;;;1;;1;1;3;;1;;;;2;S;S;3;1;1;3;3;5;30;1;
1;21222;13556;1;5;;26/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;17691;13557;1;4;;07/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;3;2;1;3;3;4;40;7;
1;41717;14467;1;1;;05/07/11;;;21;;;;;;1;1;3;;1;;;;6;N;S;3;2;1;3;3;3;60;10;
1;14588;14827;1;2;;27/08/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;3;60;15;
1;13746;14829;1;3;;17/08/10;;;22;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;5;
1;13639;14830;1;3;;16/08/10;;;7,5;;;;;;3;1;3;;1;;;;1;N;N;3;2;3;3;2;4;40;5;
1;13416;14831;1;3;;12/08/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;3;60;5;
1;13413;14832;1;3;;12/08/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;5;
1;10751;14833;1;3;;13/07/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;4;40;5;
1;10705;14834;1;3;;13/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;5;
1;10693;14835;1;3;;13/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;3;60;5;
1;10697;14836;1;2;;13/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;3;60;5;
1;10930;14838;1;3;;15/07/10;;;7,5;;;;2;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;20;
1;12831;14839;1;3;;05/08/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;5;30;7;
1;11047;14840;1;3;;16/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;4;40;15;
1;10927;14841;1;3;;15/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;7;
1;10931;14842;1;3;;15/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;5;30;5;
1;10699;14843;1;3;;13/07/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;4;40;5;
1;10698;14844;1;3;;13/07/10;;;5;;;;;;2;1;3;;1;;;;1;N;S;3;2;1;3;;4;40;5;
1;10702;14845;1;3;;13/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;3;60;5;
1;10701;14846;1;3;;13/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;3;60;5;
1;10932;14847;1;3;;15/07/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;3;4;40;7;
1;10922;14848;1;3;;15/07/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;3;4;40;15;
1;9915;14854;1;2;;25/06/10;;;10;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;3;60;20;
1;9914;14855;1;2;;25/06/10;;;10;;;;;;3;1;3;;1;;;;3;N;N;3;2;1;3;3;4;40;20;
1;9913;14856;1;2;;25/06/10;;;10;;;;;;3;1;3;;1;;;;3;N;N;3;2;1;3;3;4;40;20;
1;10284;14857;1;3;;07/07/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;2;4;40;5;
1;10267;14858;1;3;;07/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;5;
1;11534;14859;1;4;;22/07/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;3;3;1;3;2;5;30;1;
1;11775;14860;1;3;;26/07/10;;;10;;;;2;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;3;60;15;
1;11748;14861;1;4;;26/07/10;;;7,5;;;;1;;3;1;3;;2;;;;2;N;S;3;3;1;3;2;5;30;5;
1;19170;14862;1;5;;25/10/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18605;14863;1;5;;19/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;18747;14864;1;4;;20/10/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;5;
1;18625;14865;1;4;;19/10/10;;;5;;;;;;2;1;3;;1;;;;1;N;S;3;2;3;2;;4;40;5;
1;18622;14866;1;4;;19/10/10;;;5;;;;;;3;1;3;;1;;;;1;N;N;3;2;3;3;1;4;40;5;
1;18624;14867;1;4;;19/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;2;1;3;1;4;40;5;
1;18627;14868;1;4;;19/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;3;2;1;2;3;4;40;5;
1;18628;14869;1;4;;19/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;3;2;1;3;3;4;40;5;
1;19993;14871;1;4;;08/11/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;5;30;2;
1;19994;14873;1;4;;08/11/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;5;30;5;
1;20396;14875;1;2;;11/11/10;;;10;;;;;;1;1;3;;1;;;;1;N;N;3;2;1;3;3;4;40;7;
1;20397;14876;1;2;;11/11/10;;;10;;;;;;1;1;3;;1;;;;3;N;N;3;2;1;3;3;3;60;15;
1;20700;14884;1;4;;17/11/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;N;3;2;1;3;3;5;30;5;
1;20654;14885;1;1;;17/11/10;;;10;;;;;;3;1;3;;1;;;;2;N;N;3;2;1;3;3;3;60;10;
1;20655;14886;1;4;;17/11/10;;;5;;;;;;3;1;3;;1;;;;2;N;N;3;2;1;3;3;4;40;5;
1;20697;14887;1;5;;17/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;5;30;1;
1;20698;14888;1;5;;17/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;5;30;1;
1;20695;14889;1;5;;17/11/10;;;5;;;;;;2;1;3;;1;;;;2;N;N;2;2;1;3;;5;30;1;
1;20664;14890;1;5;;17/11/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;5;30;2;
1;20665;14891;1;5;;17/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;5;30;2;
1;20662;14892;1;5;;17/11/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;30;2;
1;20696;14894;1;5;;17/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;2;2;2;;;5;30;1;
1;20844;14895;1;4;;18/11/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;3;3;;4;40;5;
1;20813;14896;1;1;;18/11/10;;;10;;;;;;2;1;3;;1;;;;3;N;S;3;2;2;;;3;60;10;
1;20681;14897;1;4;;17/11/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;3;4;40;5;
1;20682;14898;1;4;;17/11/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;4;40;5;
1;20621;14899;1;4;;16/11/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;4;40;5;
1;20619;14900;1;4;;16/11/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;4;40;5;
1;20624;14901;1;4;;16/11/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;4;40;5;
1;20740;14902;1;4;;17/11/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;4;40;7;
1;20741;14903;1;4;;17/11/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;3;3;;4;40;7;
1;20742;14904;1;3;;17/11/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;1;3;;4;40;10;
1;20845;14905;1;4;;18/11/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;3;3;;4;40;5;
1;20846;14906;1;4;;18/11/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;3;3;;4;40;5;
1;20851;14907;1;4;;18/11/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;3;3;;4;40;2;
1;20628;14908;1;4;;16/11/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;5;
1;10064;14912;1;5;;05/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;2;;4;40;1;
1;14154;10963;1;4;;24/08/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;2;
1;14187;10964;1;3;;24/08/10;;;14;;;;;;1;1;3;;2;;;;4;N;S;3;2;1;3;3;4;40;15;
1;14123;10965;1;4;;24/08/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;S;3;2;1;3;2;5;30;2;
1;14276;10968;1;4;;25/08/10;;;7,5;;;;;;1;1;3;;2;;;;2;S;N;3;2;1;3;1;5;30;5;
1;14416;10970;1;2;;26/08/10;;;17;;;;;;3;1;3;;1;;;;4;N;N;3;2;1;3;3;3;60;10;
1;14275;10971;1;4;;25/08/10;;;5;;;;;;1;1;3;;1;;;;1;N;N;3;2;1;3;3;4;40;5;
1;14599;10972;1;4;;27/08/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;5;30;5;
1;14273;10973;1;4;;25/08/10;;;5;;;;;;1;1;3;;1;;;;1;N;N;3;2;1;3;3;5;30;2;
1;14598;10974;1;4;;27/08/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;5;30;5;
1;14593;10975;2;4;;27/08/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;N;3;2;1;3;3;5;30;5;
1;14639;10976;1;3;;27/08/10;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;3;4;40;15;
1;14632;10977;1;5;;27/08/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;2;1;3;2;5;30;7;
1;14633;10979;1;5;;27/08/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;2;1;3;3;5;30;7;
1;14636;10980;1;3;;27/08/10;;;10;;;;;;1;1;3;;1;;;;3;N;N;3;2;1;3;3;3;60;20;
1;14634;10981;1;3;;27/08/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;2;1;3;3;5;30;7;
1;20529;10982;1;5;;12/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;1;3;1;3;;5;30;1;
1;18969;10983;1;5;;22/10/10;;;10;;;;;;1;1;3;;2;;;;3;N;S;3;1;1;3;3;5;30;1;
1;20378;10984;2;5;;11/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;2;;;5;30;1;
1;19175;10985;1;5;;25/10/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;19174;10986;1;5;;25/10/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;21269;10987;1;4;;29/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;5;
1;20284;10988;1;5;;10/11/10;;;7,5;;;;;;3;1;3;;1;;;;2;N;N;3;1;1;3;3;5;30;5;
1;20288;10989;1;3;;10/11/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;S;3;1;1;3;3;5;30;7;
1;20139;10990;1;5;;09/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;19162;10991;1;4;;25/10/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;5;
1;20140;10993;1;5;;09/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;10393;10995;1;3;;08/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;4;40;5;
1;10125;11004;1;4;;06/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;4;40;2;
1;10139;11005;1;3;;06/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;4;40;3;
1;12533;11011;1;5;;03/08/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;15;
1;15386;11012;1;5;;13/09/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;2;1;2;2;5;30;5;
1;14918;11013;1;5;;01/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;2;3;5;30;1;
1;16688;11014;1;4;;28/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;4;40;5;
1;15950;11015;1;4;;20/09/10;;;5;;;;;;3;1;3;;1;;;;2;N;N;3;2;1;3;3;5;30;2;
1;14920;11016;1;5;;01/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;14993;11017;1;5;;02/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;14934;11018;1;5;;01/09/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;14881;11019;1;5;;01/09/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;20237;11023;1;4;;10/11/10;;;7,5;;;;;;1;1;3;;2;;;;2;S;S;3;1;1;3;3;5;30;2;
1;20338;11027;1;3;;11/11/10;;;10;;;;;;3;1;3;;1;;;;3;N;S;3;3;1;3;3;4;40;10;
1;17598;11029;1;3;;07/10/10;;;7,5;;;;;;1;1;3;;1;;;;2;N;N;3;2;1;3;3;4;40;10;
1;20036;11031;1;5;;08/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;7;
1;20061;11032;1;5;;08/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;5;
1;20023;11033;1;5;;08/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;5;30;1;
1;20057;11034;1;5;;08/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;5;
1;20035;11035;1;5;;08/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;2;2;1;3;;5;30;7;
1;20034;11036;1;5;;08/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;5;30;7;
1;20060;11037;1;5;;08/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;1;1;3;;5;30;5;
1;21255;11038;1;4;;29/11/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;7;
1;19577;11039;1;4;;29/10/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;5;
1;17887;11045;1;5;;11/10/10;;;7,5;;;;2;;3;1;3;;1;;;;2;N;N;3;3;1;3;3;5;30;1;
1;17888;11046;1;5;;11/10/10;;;7,5;;;;1;;1;1;3;;1;;;;2;N;N;3;1;1;3;2;5;30;1;
1;17879;11047;1;5;;11/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;17730;11048;1;5;;08/10/10;;;5;;;;;;1;1;3;;1;;;;1;N;S;3;1;1;3;3;5;30;1;
1;17602;11051;1;5;;07/10/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;13567;11054;1;5;;13/08/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;3;3;;5;30;7;
1;13565;11055;1;4;;13/08/10;;;5;;;;;;2;1;3;;1;;;;1;N;N;3;2;3;3;;5;30;7;
1;10149;11066;1;3;;06/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;5;
1;10147;11067;1;3;;06/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;1;3;;4;40;5;
1;41474;13188;1;5;;30/06/11;;;10;;;;;;1;1;3;;1;;;;3;N;S;3;2;1;3;2;3;60;10;
1;41636;13225;1;3;;04/07/11;;;7,5;;;;;;2;1;3;;1;;;;2;N;S;3;2;1;3;;3;60;10;
1;11633;12355;1;5;;23/07/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11338;12356;1;3;;21/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;1;3;;4;40;2;
1;11339;12357;1;3;;21/07/10;;;10;;;;;;2;1;3;;1;;;;3;N;N;3;2;1;3;;3;60;5;
1;11493;12359;1;5;;22/07/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11647;12360;1;5;;23/07/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;3;1;3;2;5;30;5;
1;11440;12361;1;5;;22/07/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;N;3;1;1;3;2;5;30;1;
1;11439;12362;1;5;;22/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11332;12363;1;5;;21/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11405;12364;1;4;;21/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;3;3;;5;30;5;
1;11337;12366;1;3;;21/07/10;;;10;;;;;;3;1;3;;1;;;;3;N;S;3;2;1;3;3;3;60;5;
1;11494;12367;1;5;;22/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;1;1;3;3;5;30;1;
1;11651;12368;1;5;;23/07/10;;;7,5;;;;1;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;11441;12369;1;5;;22/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11403;12371;1;4;;21/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;3;1;3;2;5;30;5;
1;11549;12372;1;5;;22/07/10;;;5;;;;;;3;1;3;;2;;;;2;N;N;3;1;3;3;3;5;30;1;
1;11333;12373;1;5;;21/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;11330;12374;1;3;;21/07/10;;;10;;;;;;3;1;3;;1;;;;3;N;N;3;2;1;3;3;3;60;5;
1;11654;12375;1;5;;23/07/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11340;12376;1;5;;21/07/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;3;2;1;3;3;5;30;1;
1;11495;12378;1;5;;22/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;S;S;3;2;1;3;2;5;30;1;
1;11501;12382;1;5;;22/07/10;;;7,5;;;;1;;1;1;3;;2;;;;2;S;S;3;1;1;3;3;5;30;1;
1;11497;12385;1;5;;22/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;1;
1;11071;12386;1;5;;16/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;2;;;4;40;1;
1;11650;12387;1;5;;23/07/10;;;7,5;;;;2;;1;1;2;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11406;12388;1;4;;21/07/10;;;7,5;;;;2;;3;1;3;;2;;;;2;N;S;3;3;3;3;2;5;30;5;
1;12832;12389;1;5;;05/08/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;5;30;5;
1;11331;12390;1;5;;21/07/10;;;7,5;;;;;;3;1;3;;2;;;;2;N;N;3;1;1;3;3;5;30;1;
1;11072;12391;1;5;;16/07/10;;;7,5;;;;;;2;1;3;;1;;;;2;N;N;3;2;2;;;4;40;1;
1;11499;12392;1;5;;22/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;N;3;2;1;3;3;4;40;1;
1;11500;12393;1;5;;22/07/10;;;7,5;;;;;;1;1;3;;2;;;;2;N;S;3;2;1;3;3;4;40;1;
1;11653;12394;1;5;;23/07/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11903;12395;1;5;;27/07/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11575;12396;1;3;;23/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;5;
1;11634;12397;1;1;;23/07/10;;;7,5;;;;1;;2;1;3;;1;;;;2;N;S;3;2;1;3;;3;60;10;
1;11662;12398;1;5;;23/07/10;;;7,5;;;;2;;1;1;3;;2;;;;2;N;S;3;1;1;3;3;5;30;1;
1;11011;12399;1;3;;16/07/10;;;10;;;;;;3;1;3;;1;;;;3;N;S;3;2;1;3;2;3;60;5;
1;11946;12400;1;5;;28/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;N;3;2;3;3;;5;30;1;
1;11010;12401;1;3;;16/07/10;;;7,5;;;;;;2;1;3;;2;;;;2;N;S;3;2;1;3;;4;40;5;
