RA30;CODIGO_DEFEITO;FAIXA_ANALISADA;EXTENSAO;VERIFICAR;CODIGO_SEVERIDADE;CODIGO_TIPO_DEFEITO;PD_AVALIADOR;PD_PONDERADOS;CODIGO_AVALIACAO;FATOR_UTILIZADO;CODIGO_SEGMENTO_PISTA;
1;36485;0;8;N;2;7;2;4;12125;2;11987;
1;36483;0;3;N;3;1;1;2;12125;2;11987;
1;36486;0;362,93;N;1;13;0;0;12125;2,5;11987;
1;36484;0;10;N;1;7;0;0;12125;2;11987;
1;36482;0;17;N;1;1;0;0;12125;2;11987;
1;36487;0;72,59;N;2;13;2;5;12125;2,5;11987;
1;37585;0;10;N;1;7;1;2;12380;2;11988;
1;37584;0;25;N;1;1;2;4;12380;2;11988;
1;37586;0;137,97;N;1;13;0;0;12380;2,5;11988;
1;37587;0;68,99;N;2;13;3;7,5;12380;2,5;11988;
1;36917;0;122,65;N;2;13;3;7,5;12226;2,5;11990;
1;36915;0;30;N;1;7;2;4;12226;2;11990;
1;36914;0;20;N;1;1;1;2;12226;2;11990;
1;36916;0;245,3;N;1;13;0;0;12226;2,5;11990;
1;38067;0;20;N;1;1;2;4;12496;2;11991;
1;38071;0;51,97;N;2;13;2;5;12496;2,5;11991;
1;38069;0;30;N;1;7;3;6;12496;2;11991;
1;38070;0;103,95;N;1;13;0;0;12496;2,5;11991;
1;38068;0;40;N;1;2;2;1;12496;0,5;11991;
1;38219;0;179,91;N;1;13;0;0;12535;2,5;11992;
1;38220;0;269,87;N;2;13;4;10;12535;2,5;11992;
1;38216;0;180;N;1;7;2;4;12534;2;11995;
1;38215;0;5;N;3;2;4;2;12534;0,5;11995;
1;38213;0;10;N;1;1;0;0;12534;2;11995;
1;38214;0;65;N;2;1;3;6;12534;2;11995;
1;38218;0;483,32;N;2;13;4;10;12534;2,5;11995;
1;38217;0;241,66;N;1;13;0;0;12534;2,5;11995;
1;37659;0;108,73;N;1;13;0;0;12401;2,5;11996;
1;37660;0;72,49;N;2;13;4;10;12401;2,5;11996;
1;37006;0;15;N;1;7;0;0;12251;2;11997;
1;37005;0;13;N;3;1;3;6;12251;2;11997;
1;37010;0;552,97;N;1;13;0;0;12251;2,5;11997;
1;37007;0;15;N;2;7;0;0;12251;2;11997;
1;37008;0;15;N;3;7;4;8;12251;2;11997;
1;37003;0;45;N;1;1;0;0;12251;2;11997;
1;37011;0;73,73;N;2;13;0;0;12251;2,5;11997;
1;37009;0;3;N;1;8;1;1;12251;1;11997;
1;37012;0;36,86;N;3;13;3;7,5;12251;2,5;11997;
1;37004;0;17;N;2;1;0;0;12251;2;11997;
1;37819;0;276,84;N;1;13;0;0;12434;2,5;11999;
1;37821;0;18,46;N;3;13;3;7,5;12434;2,5;11999;
1;37820;0;36,91;N;2;13;0;0;12434;2,5;11999;
1;37363;0;371,26;N;3;13;6;15;12325;2,5;12002;
1;37362;0;742,51;N;2;13;0;0;12325;2,5;12002;
1;37361;0;371,26;N;1;13;0;0;12325;2,5;12002;
1;37360;0;60;N;1;7;2;4;12325;2;12002;
1;37670;0;10;N;2;7;3;6;12405;2;12003;
1;37672;0;8,82;N;2;13;2;5;12405;2,5;12003;
1;37669;0;8;N;1;1;1;2;12405;2;12003;
1;37671;0;17,63;N;1;13;0;0;12405;2,5;12003;
1;38891;0;45,77;N;2;13;0;0;12698;2,5;12005;
1;38889;0;15;N;2;7;2;4;12698;2;12005;
1;38886;0;30;N;1;1;0;0;12698;2;12005;
1;38887;0;10;N;3;1;2;4;12698;2;12005;
1;38888;0;25;N;1;7;0;0;12698;2;12005;
1;38890;0;343,26;N;1;13;0;0;12698;2,5;12005;
1;38892;0;22,88;N;3;13;3;7,5;12698;2,5;12005;
1;37168;0;10;N;2;7;0;0;12285;2;12006;
1;37170;0;2;N;1;8;2;2;12285;1;12006;
1;37166;0;5;N;2;1;3;6;12285;2;12006;
1;37172;0;87,03;N;2;13;4;10;12285;2,5;12006;
1;37171;0;58,02;N;1;13;0;0;12285;2,5;12006;
1;37167;0;40;N;1;7;0;0;12285;2;12006;
1;37169;0;5;N;3;7;5;10;12285;2;12006;
1;36397;0;59,56;N;2;13;2;5;12107;2,5;12007;
1;36394;0;3;N;1;1;2;4;12107;2;12007;
1;36396;0;119,12;N;1;13;0;0;12107;2,5;12007;
1;36395;0;20;N;1;7;2;4;12107;2;12007;
1;37703;0;15;N;1;1;1;2;12413;2;12008;
1;37704;0;8;N;2;7;1;2;12413;2;12008;
1;37705;0;218,24;N;1;13;0;0;12413;2,5;12008;
1;37706;0;43,65;N;2;13;2;5;12413;2,5;12008;
1;37335;0;20;N;3;1;4;8;12319;2;12009;
1;37339;0;134,93;N;3;13;6;15;12319;2,5;12009;
1;37338;0;269,86;N;2;13;0;0;12319;2,5;12009;
1;37336;0;100;N;1;7;2;4;12319;2;12009;
1;37333;0;10;N;1;1;0;0;12319;2;12009;
1;37334;0;20;N;2;1;0;0;12319;2;12009;
1;37337;0;134,93;N;1;13;0;0;12319;2,5;12009;
1;37163;0;1;N;2;1;3;6;12284;2;12010;
1;37165;0;56,69;N;2;13;4;10;12284;2,5;12010;
1;37164;0;37,8;N;1;13;0;0;12284;2,5;12010;
1;37375;0;114,05;N;1;13;2;5;12328;2,5;12011;
1;37340;0;64,05;N;1;13;0;0;12320;2,5;12012;
1;37341;0;64,05;N;2;13;4;10;12320;2,5;12012;
1;37345;0;84,6;N;1;13;0;0;12321;2,5;12013;
1;37346;0;169,2;N;2;13;4;10;12321;2,5;12013;
1;37344;0;70;N;1;7;3;6;12321;2;12013;
1;37343;0;10;N;2;1;3;6;12321;2;12013;
1;37342;0;2;N;1;1;0;0;12321;2;12013;
1;37369;0;594,09;N;2;13;0;0;12326;2,5;12015;
1;37368;0;297,04;N;1;13;0;0;12326;2,5;12015;
1;37366;0;30;N;2;7;3;6;12326;2;12015;
1;37370;0;148,52;N;3;13;5;12,5;12326;2,5;12015;
1;37367;0;3;N;2;8;3;3;12326;1;12015;
1;37364;0;10;N;1;1;2;4;12326;2;12015;
1;37365;0;100;N;1;7;0;0;12326;2;12015;
1;37173;0;3;N;1;1;0;0;12286;2;12016;
1;37178;0;51,61;N;1;13;0;0;12286;2,5;12016;
1;37179;0;103,22;N;2;13;0;0;12286;2,5;12016;
1;37177;0;10;N;2;7;3;6;12286;2;12016;
1;37176;0;20;N;1;7;0;0;12286;2;12016;
1;37174;0;20;N;2;1;0;0;12286;2;12016;
1;37180;0;51,61;N;3;13;6;15;12286;2,5;12016;
1;37175;0;30;N;3;1;4;8;12286;2;12016;
1;36398;0;10;N;2;7;3;6;12108;2;12017;
1;36399;0;57,06;N;1;13;2;5;12108;2,5;12017;
1;37988;0;23,04;N;2;13;0;0;12482;2,5;12018;
1;37989;0;11,52;N;3;13;3;7,5;12482;2,5;12018;
1;37987;0;195,86;N;1;13;0;0;12482;2,5;12018;
1;36401;0;29,39;N;1;13;0;0;12109;2,5;12019;
1;36402;0;14,69;N;2;13;3;7,5;12109;2,5;12019;
1;36392;0;36,85;N;1;13;0;0;12106;2,5;12020;
1;36391;0;10;N;1;7;1;2;12106;2;12020;
1;36393;0;18,42;N;2;13;3;7,5;12106;2,5;12020;
1;37162;0;44,71;N;2;13;3;7,5;12283;2,5;12022;
1;37160;0;3;N;1;7;1;2;12283;2;12022;
1;37161;0;89,42;N;1;13;0;0;12283;2,5;12022;
1;37677;0;20;N;1;7;2;4;12407;2;12023;
1;37676;0;50;N;1;2;3;1,5;12407;0,5;12023;
1;37679;0;231,34;N;1;13;0;0;12407;2,5;12023;
1;37680;0;231,34;N;2;13;4;10;12407;2,5;12023;
1;37678;0;2;N;1;9;2;1;12407;0,5;12023;
1;37667;0;23,41;N;1;13;0;0;12404;2,5;12025;
1;37666;0;5;N;1;1;1;2;12404;2;12025;
1;37668;0;23,41;N;2;13;4;10;12404;2,5;12025;
1;37995;0;23;N;1;1;0;0;12484;2;12026;
1;38002;0;24,2;N;3;13;3;7,5;12484;2,5;12026;
1;38000;0;362,98;N;1;13;0;0;12484;2,5;12026;
1;37999;0;5;N;3;7;2;4;12484;2;12026;
1;38001;0;48,4;N;2;13;0;0;12484;2,5;12026;
1;37998;0;10;N;2;7;0;0;12484;2;12026;
1;37996;0;23;N;2;1;2;4;12484;2;12026;
1;37997;0;25;N;1;7;0;0;12484;2;12026;
1;36405;0;124,28;N;2;13;4;10;12110;2,5;12028;
1;36404;0;124,28;N;1;13;0;0;12110;2,5;12028;
1;36403;0;30;N;1;1;2;4;12110;2;12028;
1;36410;0;231,13;N;2;13;4;10;12111;2,5;12029;
1;36406;0;60;N;1;1;2;4;12111;2;12029;
1;36407;0;40;N;1;7;0;0;12111;2;12029;
1;36408;0;20;N;2;7;3;6;12111;2;12029;
1;36409;0;231,13;N;1;13;0;0;12111;2,5;12029;
1;37154;0;5;N;1;1;0;0;12282;2;12030;
1;37157;0;73,32;N;1;13;0;0;12282;2,5;12030;
1;71074;0;20;N;1;1;1;2;20464;2;11461;
1;71076;0;89,26;N;2;13;2;5;20464;2,5;11461;
1;71089;0;61,23;N;3;13;3;7,5;20468;2,5;11462;
1;71086;0;20;N;1;1;1;2;20468;2;11462;
1;71088;0;30,61;N;2;13;0;0;20468;2,5;11462;
1;71087;0;428,58;N;1;13;0;0;20468;2,5;11462;
1;71090;0;6;N;1;1;1;2;20469;2;11463;
1;71092;0;115,46;N;2;13;2;5;20469;2,5;11463;
1;76536;0;96,57;N;1;13;0;0;21895;2,5;11497;
1;76537;0;56,33;N;2;13;3;7,5;21895;2,5;11497;
1;78364;0;1086,88;N;2;13;4;10;22257;2,5;11498;
1;78358;0;180;N;1;1;0;0;22257;2;11498;
1;78359;0;100;N;2;1;3;6;22257;2;11498;
1;78360;0;30;N;1;2;2;1;22257;0,5;11498;
1;78361;0;40;N;1;7;2;4;22257;2;11498;
1;78362;0;3;N;2;8;3;3;22257;1;11498;
1;55774;0;15;N;1;1;0;0;16790;2;12664;
1;55555;0;299,77;N;1;13;0;0;16733;2,5;12665;
1;55552;0;15;N;2;1;2;4;16733;2;12665;
1;55557;0;42,82;N;3;13;3;7,5;16733;2,5;12665;
1;55554;0;10;N;2;7;2;4;16733;2;12665;
1;55551;0;15;N;1;1;0;0;16733;2;12665;
1;55553;0;25;N;1;7;0;0;16733;2;12665;
1;55556;0;42,82;N;2;13;0;0;16733;2,5;12665;
1;55908;0;18,31;N;3;13;3;7,5;16815;2,5;12668;
1;55905;0;25;N;1;1;1;2;16815;2;12668;
1;55907;0;73,24;N;2;13;0;0;16815;2,5;12668;
1;55906;0;256,33;N;1;13;0;0;16815;2,5;12668;
1;58843;0;10;N;2;1;3;6;17550;2;12680;
1;58847;0;22,75;N;3;13;5;12,5;17550;2,5;12680;
1;58846;0;318,54;N;2;13;0;0;17550;2,5;12680;
1;58844;0;35;N;1;7;2;4;17550;2;12680;
1;58845;0;45,51;N;1;13;0;0;17550;2,5;12680;
1;58842;0;10;N;1;1;0;0;17550;2;12680;
1;58852;0;22,18;N;1;13;0;0;17551;2,5;12681;
1;58849;0;20;N;2;1;3;6;17551;2;12681;
1;58853;0;332,69;N;2;13;0;0;17551;2,5;12681;
1;58850;0;15;N;2;7;3;6;17551;2;12681;
1;58854;0;44,36;N;3;13;5;12,5;17551;2,5;12681;
1;58851;0;1;N;1;8;2;2;17551;1;12681;
1;58848;0;10;N;1;1;0;0;17551;2;12681;
1;58910;0;20;N;1;1;2;4;17573;2;12682;
1;58912;0;70,85;N;1;13;0;0;17573;2,5;12682;
1;58913;0;123,99;N;2;13;3;7,5;17573;2,5;12682;
1;58911;0;10;N;1;7;2;4;17573;2;12682;
1;58901;0;5;N;1;10;1;0;17571;0;12683;
1;58902;0;86,04;N;1;13;0;0;17571;2,5;12683;
1;58903;0;129,05;N;2;13;3;7,5;17571;2,5;12683;
1;58899;0;15;N;1;1;0;0;17571;2;12683;
1;58900;0;2;N;2;1;3;6;17571;2;12683;
1;59077;0;343,18;N;1;13;0;0;17608;2,5;12687;
1;59078;0;171,59;N;2;13;2;5;17608;2,5;12687;
1;59076;0;15;N;1;1;1;2;17608;2;12687;
1;58319;0;10;N;1;1;2;4;17418;2;12688;
1;58321;0;401,44;N;1;13;0;0;17418;2,5;12688;
1;58322;0;401,44;N;2;13;0;0;17418;2,5;12688;
1;58323;0;100,36;N;3;13;4;10;17418;2,5;12688;
1;58320;0;10;N;1;7;2;4;17418;2;12688;
1;57860;0;150,41;N;3;13;5;12,5;17322;2,5;12689;
1;57859;0;2406,6;N;2;13;0;0;17322;2,5;12689;
1;57853;0;25;N;2;1;0;0;17322;2;12689;
1;57855;0;250;N;1;7;0;0;17322;2;12689;
1;57854;0;10;N;3;1;4;8;17322;2;12689;
1;57852;0;20;N;1;1;0;0;17322;2;12689;
1;57858;0;300,83;N;1;13;0;0;17322;2,5;12689;
1;57857;0;60;N;2;7;3;6;17322;2;12689;
1;59732;0;25;N;3;1;5;10;17778;2;12690;
1;59737;0;79,96;N;3;13;5;12,5;17778;2,5;12690;
1;59735;0;399,81;N;1;13;0;0;17778;2,5;12690;
1;59734;0;37;N;2;7;4;8;17778;2;12690;
1;59733;0;55;N;1;7;0;0;17778;2;12690;
1;59731;0;20;N;2;1;0;0;17778;2;12690;
1;59736;0;159,92;N;2;13;0;0;17778;2,5;12690;
1;59730;0;35;N;1;1;0;0;17778;2;12690;
1;59130;0;195,51;N;2;13;3;7,5;17620;2,5;12691;
1;59127;0;60;N;1;1;2;4;17620;2;12691;
1;59128;0;10;N;2;7;3;6;17620;2;12691;
1;59129;0;195,51;N;1;13;0;0;17620;2,5;12691;
1;58000;0;2;N;2;9;1;0,5;17351;0,5;12692;
1;57998;0;5;N;1;1;1;2;17351;2;12692;
1;57999;0;10;N;1;7;1;2;17351;2;12692;
1;59204;0;59,71;N;2;13;0;0;17636;2,5;12695;
1;59205;0;14,93;N;3;13;3;7,5;17636;2,5;12695;
1;59202;0;17;N;2;1;2;4;17636;2;12695;
1;59203;0;208,99;N;1;13;0;0;17636;2,5;12695;
1;59201;0;7;N;1;1;0;0;17636;2;12695;
1;58010;0;26,84;N;2;13;2;5;17354;2,5;12702;
1;58009;0;214,71;N;1;13;0;0;17354;2,5;12702;
1;58007;0;5;N;1;1;1;2;17354;2;12702;
1;58008;0;5;N;2;7;1;2;17354;2;12702;
1;59659;0;15;N;2;1;3;6;17758;2;12703;
1;59661;0;25;N;2;7;3;6;17758;2;12703;
1;59658;0;57;N;1;1;0;0;17758;2;12703;
1;59665;0;120,41;N;3;13;3;7,5;17758;2,5;12703;
1;59663;0;842,89;N;1;13;0;0;17758;2,5;12703;
1;59662;0;3;N;1;8;1;1;17758;1;12703;
1;59664;0;120,41;N;2;13;0;0;17758;2,5;12703;
1;59660;0;35;N;1;7;0;0;17758;2;12703;
1;58018;0;67,05;N;2;13;2;5;17356;2,5;12704;
1;58016;0;7;N;1;7;1;2;17356;2;12704;
1;58017;0;536,4;N;1;13;0;0;17356;2,5;12704;
1;57608;0;157,1;N;2;13;2;5;17257;2,5;12713;
1;57607;0;549,86;N;1;13;0;0;17257;2,5;12713;
1;57605;0;15;N;1;1;1;2;17257;2;12713;
1;57606;0;10;N;1;7;1;2;17257;2;12713;
1;58545;0;35;N;2;1;3;6;17475;2;12714;
1;58544;0;10;N;1;1;0;0;17475;2;12714;
1;58547;0;167,97;N;2;13;3;7,5;17475;2,5;12714;
1;58546;0;95,98;N;1;13;0;0;17475;2,5;12714;
1;59044;0;39,23;N;3;13;3;7,5;17601;2,5;12715;
1;59042;0;274,63;N;1;13;0;0;17601;2,5;12715;
1;59041;0;40;N;1;7;3;6;17601;2;12715;
1;59043;0;39,23;N;2;13;0;0;17601;2,5;12715;
1;55070;0;107,53;N;1;13;0;0;16626;2,5;12796;
1;55071;0;161,3;N;2;13;3;7,5;16626;2,5;12796;
1;55069;0;5;N;2;1;3;6;16626;2;12796;
1;55068;0;10;N;1;1;0;0;16626;2;12796;
1;32799;0;20;N;1;7;2;4;11404;2;12797;
1;32802;0;10;N;1;15;2;2;11404;1;12797;
1;32798;0;10;N;2;1;3;6;11404;2;12797;
1;32800;0;113,11;N;1;13;0;0;11404;2,5;12797;
1;32801;0;56,55;N;2;13;2;5;11404;2,5;12797;
1;32797;0;10;N;1;1;0;0;11404;2;12797;
1;41984;0;39,45;N;1;13;0;0;13406;2,5;12803;
1;41985;0;39,45;N;2;13;3;7,5;13406;2,5;12803;
1;41983;0;20;N;1;1;3;6;13406;2;12803;
1;41987;0;100;N;1;7;2;4;13407;2;12804;
1;41989;0;238,66;N;2;13;3;7,5;13407;2,5;12804;
1;41986;0;60;N;1;1;2;4;13407;2;12804;
1;41990;0;5;N;2;15;3;3;13407;1;12804;
1;41988;0;159,1;N;1;13;0;0;13407;2,5;12804;
1;40232;0;274,3;N;2;13;4;10;13015;2,5;12805;
1;40229;0;220;N;1;1;3;6;13015;2;12805;
1;40230;0;30;N;1;7;2;4;13015;2;12805;
1;40231;0;274,3;N;1;13;0;0;13015;2,5;12805;
1;41992;0;20;N;1;7;2;4;13408;2;12806;
1;41993;0;65,29;N;1;13;0;0;13408;2,5;12806;
1;41994;0;65,29;N;2;13;3;7,5;13408;2,5;12806;
1;41991;0;20;N;1;1;2;4;13408;2;12806;
1;42004;0;50;N;1;1;2;4;13411;2;12807;
1;42006;0;91,87;N;1;13;0;0;13411;2,5;12807;
1;42007;0;91,87;N;2;13;4;10;13411;2,5;12807;
1;42005;0;20;N;1;7;2;4;13411;2;12807;
1;42233;0;39,81;N;1;13;0;0;13466;2,5;12808;
1;42234;0;59,72;N;2;13;0;0;13466;2,5;12808;
1;42235;0;9,95;N;3;13;5;12,5;13466;2,5;12808;
1;42232;0;5;N;1;7;2;4;13466;2;12808;
1;42231;0;10;N;1;1;2;4;13466;2;12808;
1;41182;0;6;N;2;2;2;1;13232;0,5;12809;
1;41181;0;15;N;1;1;1;2;13232;2;12809;
1;41185;0;66,76;N;3;13;4;10;13232;2,5;12809;
1;41184;0;66,76;N;2;13;0;0;13232;2,5;12809;
1;41183;0;133,51;N;1;13;0;0;13232;2,5;12809;
1;40494;0;20;N;1;1;0;0;13082;2;12810;
1;40496;0;10;N;2;7;3;6;13082;2;12810;
1;40495;0;2;N;2;1;3;6;13082;2;12810;
1;40498;0;245,07;N;2;13;4;10;13082;2,5;12810;
1;40497;0;245,07;N;1;13;0;0;13082;2,5;12810;
1;41996;0;20;N;1;7;2;4;13409;2;12811;
1;41995;0;80;N;1;1;2;4;13409;2;12811;
1;41997;0;102,32;N;1;13;0;0;13409;2,5;12811;
1;41998;0;102,32;N;2;13;3;7,5;13409;2,5;12811;
1;42000;0;20;N;1;7;0;0;13410;2;12812;
1;42003;0;95,11;N;2;13;3;7,5;13410;2,5;12812;
1;42001;0;10;N;2;7;3;6;13410;2;12812;
1;41999;0;20;N;1;1;2;4;13410;2;12812;
1;42002;0;95,11;N;1;13;0;0;13410;2,5;12812;
1;41084;0;5;N;1;1;1;2;13212;2;12813;
1;41085;0;419,11;N;1;13;2;5;13212;2,5;12813;
1;41779;0;142,61;N;2;13;0;0;13361;2,5;12814;
1;41778;0;95,08;N;1;13;0;0;13361;2,5;12814;
1;72345;0;3;N;3;1;4;8;20773;2;11616;
1;72348;0;59,74;N;2;13;3;7,5;20773;2,5;11616;
1;72344;0;5;N;2;1;0;0;20773;2;11616;
1;72343;0;10;N;1;1;0;0;20773;2;11616;
1;72363;0;55,18;N;2;13;0;0;20776;2,5;11617;
1;72364;0;4,73;N;3;13;4;10;20776;2,5;11617;
1;72362;0;94,6;N;1;13;0;0;20776;2,5;11617;
1;72361;0;10;N;1;7;2;4;20776;2;11617;
1;45610;0;36,47;N;2;13;2;5;14369;2,5;13835;
1;45609;0;170,17;N;1;13;0;0;14369;2,5;13835;
1;45564;0;30;N;1;7;2;4;14353;2;13836;
1;45565;0;384,98;N;1;13;0;0;14353;2,5;13836;
1;45566;0;82,5;N;2;13;2;5;14353;2,5;13836;
1;45688;0;17;N;1;1;1;2;14395;2;13837;
1;45690;0;434,06;N;1;13;0;0;14395;2,5;13837;
1;45689;0;30;N;1;7;2;4;14395;2;13837;
1;45691;0;101,08;N;2;13;2;5;14395;2,5;13837;
1;45660;0;20;N;1;7;1;2;14387;2;13838;
1;45661;0;3;N;2;8;1;1;14387;1;13838;
1;45662;0;618,75;N;1;13;0;0;14387;2,5;13838;
1;45663;0;132,59;N;2;13;2;5;14387;2,5;13838;
1;45582;0;25;N;1;1;1;2;14359;2;13839;
1;45584;0;64,61;N;2;13;2;5;14359;2,5;13839;
1;45583;0;301,5;N;1;13;0;0;14359;2,5;13839;
1;45637;0;193,2;N;1;13;0;0;14378;2,5;13840;
1;45638;0;82,8;N;2;13;2;5;14378;2,5;13840;
1;45639;0;50;N;1;7;3;6;14379;2;13841;
1;45641;0;112,73;N;2;13;2;5;14379;2,5;13841;
1;45640;0;464,19;N;1;13;0;0;14379;2,5;13841;
1;45551;0;20;N;1;7;1;2;14349;2;13842;
1;45550;0;17;N;1;1;1;2;14349;2;13842;
1;45552;0;258,01;N;1;13;0;0;14349;2,5;13842;
1;45553;0;73,72;N;2;13;2;5;14349;2,5;13842;
1;45549;0;122,33;N;2;13;2;5;14348;2,5;13843;
1;45548;0;856,31;N;1;13;0;0;14348;2,5;13843;
1;45547;0;50;N;1;7;3;6;14348;2;13843;
1;45546;0;13;N;2;1;3;6;14348;2;13843;
1;45545;0;37;N;1;1;0;0;14348;2;13843;
1;45635;0;222,35;N;1;13;0;0;14377;2,5;13844;
1;45636;0;95,29;N;2;13;2;5;14377;2,5;13844;
1;46519;0;287,56;N;1;13;0;0;14599;2,5;13847;
1;46521;0;143,78;N;3;13;6;15;14599;2,5;13847;
1;46518;0;40;N;1;1;2;4;14599;2;13847;
1;46520;0;287,56;N;2;13;0;0;14599;2,5;13847;
1;46843;0;608,81;N;1;13;0;0;14682;2,5;13848;
1;46844;0;86,97;N;2;13;2;5;14682;2,5;13848;
1;46841;0;25;N;1;1;1;2;14682;2;13848;
1;46842;0;10;N;1;7;1;2;14682;2;13848;
1;46050;0;67,26;N;1;13;0;0;14482;2,5;13854;
1;46049;0;10;N;1;2;2;1;14482;0,5;13854;
1;46051;0;100,88;N;2;13;3;7,5;14482;2,5;13854;
1;46048;0;30;N;1;1;2;4;14482;2;13854;
1;45622;0;25;N;1;8;1;1;14373;1;13855;
1;45623;0;1392,58;N;1;13;0;0;14373;2,5;13855;
1;45624;0;298,41;N;2;13;2;5;14373;2,5;13855;
1;45612;0;20;N;1;7;1;2;14370;2;13856;
1;45614;0;62,17;N;2;13;2;5;14370;2,5;13856;
1;45611;0;15;N;1;1;1;2;14370;2;13856;
1;45613;0;290,14;N;1;13;0;0;14370;2,5;13856;
1;47755;0;30;N;1;7;0;0;14911;2;13857;
1;47759;0;186,27;N;3;13;3;7,5;14911;2,5;13857;
1;47757;0;1303,87;N;1;13;0;0;14911;2,5;13857;
1;47756;0;30;N;2;7;3;6;14911;2;13857;
1;47754;0;37;N;3;1;4;8;14911;2;13857;
1;47752;0;75;N;1;1;0;0;14911;2;13857;
1;47758;0;186,27;N;2;13;0;0;14911;2,5;13857;
1;47753;0;35;N;2;1;0;0;14911;2;13857;
1;46526;0;30;N;1;1;2;4;14601;2;13859;
1;46527;0;100,44;N;1;13;0;0;14601;2,5;13859;
1;46529;0;50,22;N;3;13;6;15;14601;2,5;13859;
1;46528;0;150,66;N;2;13;0;0;14601;2,5;13859;
1;45603;0;263,44;N;1;13;0;0;14367;2,5;13862;
1;45604;0;46,49;N;2;13;2;5;14367;2,5;13862;
1;45600;0;47;N;1;7;3;6;14366;2;13863;
1;45601;0;461,52;N;1;13;0;0;14366;2,5;13863;
1;45602;0;98,9;N;2;13;2;5;14366;2,5;13863;
1;45599;0;20;N;1;1;1;2;14366;2;13863;
1;45606;0;27,32;N;2;13;2;5;14368;2,5;13864;
1;45605;0;154,83;N;1;13;0;0;14368;2,5;13864;
1;45580;0;307,09;N;1;13;0;0;14358;2,5;13865;
1;45581;0;65,81;N;2;13;2;5;14358;2,5;13865;
1;45578;0;20;N;1;1;1;2;14358;2;13865;
1;46532;0;171,65;N;1;13;0;0;14602;2,5;13867;
1;46533;0;257,48;N;2;13;4;10;14602;2,5;13867;
1;46531;0;5;N;2;1;3;6;14602;2;13867;
1;46530;0;60;N;1;1;0;0;14602;2;13867;
1;46041;0;20;N;1;2;2;1;14480;0,5;13868;
1;46043;0;62,52;N;2;13;3;7,5;14480;2,5;13868;
1;46040;0;10;N;1;1;2;4;14480;2;13868;
1;46042;0;62,52;N;1;13;0;0;14480;2,5;13868;
1;46057;0;193,51;N;2;13;3;7,5;14483;2,5;13869;
1;46056;0;193,51;N;1;13;0;0;14483;2,5;13869;
1;46054;0;20;N;1;7;0;0;14483;2;13869;
1;46052;0;50;N;1;1;2;4;14483;2;13869;
1;46055;0;10;N;2;7;3;6;14483;2;13869;
1;46053;0;20;N;1;2;2;1;14483;0,5;13869;
1;46063;0;36,06;N;3;13;4;10;14484;2,5;13870;
1;46058;0;20;N;1;1;2;4;14484;2;13870;
1;46061;0;144,24;N;1;13;0;0;14484;2,5;13870;
1;46062;0;144,24;N;2;13;0;0;14484;2,5;13870;
1;46059;0;10;N;1;7;0;0;14484;2;13870;
1;46060;0;10;N;2;7;3;6;14484;2;13870;
1;46744;0;17;N;1;1;1;2;14657;2;13871;
1;46748;0;101,12;N;2;13;2;5;14657;2,5;13871;
1;46747;0;859,51;N;1;13;0;0;14657;2,5;13871;
1;46746;0;2;N;1;8;1;1;14657;1;13871;
1;46745;0;17;N;1;7;1;2;14657;2;13871;
1;46731;0;35,77;N;2;13;2;5;14650;2,5;13872;
1;46730;0;321,92;N;1;13;0;0;14650;2,5;13872;
1;45904;0;34,75;N;2;13;2;5;14452;2,5;13873;
1;45903;0;69,5;N;1;13;0;0;14452;2,5;13873;
1;49792;0;10;N;1;1;1;2;15407;2;13874;
1;49795;0;35,97;N;2;13;2;5;15407;2,5;13874;
1;49794;0;125,9;N;1;13;0;0;15407;2,5;13874;
1;49793;0;5;N;1;7;1;2;15407;2;13874;
1;33873;0;921,5;N;1;13;0;0;11610;2,5;13876;
1;33872;0;15;N;2;7;3;6;11610;2;13876;
1;33874;0;184,3;N;2;13;2;5;11610;2,5;13876;
1;33871;0;8;N;1;7;0;0;11610;2;13876;
1;46771;0;3;N;1;8;1;1;14661;1;13878;
1;46768;0;17;N;2;1;2;4;14661;2;13878;
1;46769;0;35;N;1;7;0;0;14661;2;13878;
1;46772;0;447,7;N;1;13;0;0;14661;2,5;13878;
1;46767;0;17;N;1;1;0;0;14661;2;13878;
1;46773;0;95,94;N;2;13;2;5;14661;2,5;13878;
1;46770;0;17;N;2;7;2;4;14661;2;13878;
1;47344;0;5;N;1;1;0;0;14820;2;13879;
1;47348;0;91,18;N;1;13;0;0;14820;2,5;13879;
1;47349;0;91,18;N;2;13;3;7,5;14820;2,5;13879;
1;47347;0;10;N;1;7;2;4;14820;2;13879;
1;47345;0;15;N;2;1;3;6;14820;2;13879;
1;47346;0;5;N;1;2;2;1;14820;0,5;13879;
1;46108;0;3;N;3;1;4;8;14492;2;13880;
1;46106;0;20;N;1;1;0;0;14492;2;13880;
1;46110;0;78,88;N;1;13;0;0;14492;2,5;13880;
1;46109;0;70;N;1;7;2;4;14492;2;13880;
1;46107;0;7;N;2;1;0;0;14492;2;13880;
1;46111;0;78,88;N;2;13;3;7,5;14492;2,5;13880;
1;47556;0;15;N;1;1;1;2;14871;2;13881;
1;47558;0;116,61;N;2;13;2;5;14871;2,5;13881;
1;47557;0;408,13;N;1;13;0;0;14871;2,5;13881;
1;46261;0;25;N;1;1;1;2;14522;2;13884;
