RA30;CODIGO_DEFEITO;FAIXA_ANALISADA;EXTENSAO;VERIFICAR;CODIGO_SEVERIDADE;CODIGO_TIPO_DEFEITO;PD_AVALIADOR;PD_PONDERADOS;CODIGO_AVALIACAO;FATOR_UTILIZADO;CODIGO_SEGMENTO_PISTA;
1;64820;0;35;N;1;1;2;4;19018;2;10051;
1;66061;0;938,05;N;2;13;4;10;19297;2,5;10052;
1;66060;0;1172,56;N;1;13;0;0;19297;2,5;10052;
1;66057;0;50;N;1;1;2;4;19297;2;10052;
1;66058;0;60;N;1;7;0;0;19297;2;10052;
1;66059;0;20;N;2;7;3;6;19297;2;10052;
1;66066;0;190,7;N;2;13;3;7,5;19298;2,5;10053;
1;66062;0;15;N;1;1;0;0;19298;2;10053;
1;66065;0;299,67;N;1;13;0;0;19298;2,5;10053;
1;66063;0;5;N;2;1;3;6;19298;2;10053;
1;66064;0;25;N;1;7;2;4;19298;2;10053;
1;66184;0;7;N;1;6;2;0;19331;0;10054;
1;66183;0;5;N;1;1;1;2;19331;2;10054;
1;66186;0;138,89;N;1;13;0;0;19331;2,5;10054;
1;66185;0;10;N;1;7;2;4;19331;2;10054;
1;66187;0;46,3;N;2;13;2;5;19331;2,5;10054;
1;66070;0;155,86;N;2;13;3;7,5;19299;2,5;10055;
1;66068;0;40;N;1;7;2;4;19299;2;10055;
1;66067;0;20;N;1;1;2;4;19299;2;10055;
1;66069;0;311,73;N;1;13;0;0;19299;2,5;10055;
1;71698;0;40;N;1;1;3;6;20605;2;10110;
1;71700;0;128,63;N;2;13;2;5;20605;2,5;10110;
1;71699;0;385,9;N;1;13;0;0;20605;2,5;10110;
1;71701;0;10;N;1;1;2;4;20606;2;10111;
1;71702;0;20;N;1;7;2;4;20606;2;10111;
1;71703;0;522,99;N;1;13;0;0;20606;2,5;10111;
1;71704;0;305,08;N;2;13;0;0;20606;2,5;10111;
1;71705;0;43,58;N;3;13;4;10;20606;2,5;10111;
1;71131;0;5;N;1;1;1;2;20479;2;10112;
1;71132;0;609,48;N;1;13;0;0;20479;2,5;10112;
1;71133;0;76,19;N;2;13;2;5;20479;2,5;10112;
1;71752;0;691,76;N;1;13;0;0;20618;2,5;10114;
1;71753;0;86,47;N;2;13;2;5;20618;2,5;10114;
1;71750;0;7;N;1;1;1;2;20618;2;10114;
1;71751;0;40;N;1;7;2;4;20618;2;10114;
1;71845;0;173,11;N;2;13;2;5;20647;2,5;10115;
1;71844;0;1384,85;N;1;13;0;0;20647;2,5;10115;
1;71843;0;7;N;1;7;1;2;20647;2;10115;
1;71842;0;20;N;1;1;1;2;20647;2;10115;
1;71836;0;97,49;N;2;13;2;5;20645;2,5;10116;
1;71833;0;17;N;1;1;1;2;20645;2;10116;
1;71835;0;341,2;N;1;13;0;0;20645;2,5;10116;
1;71834;0;15;N;1;7;1;2;20645;2;10116;
1;77161;0;5,16;N;3;13;3;7,5;22030;2,5;10121;
1;77159;0;82,54;N;1;13;0;0;22030;2,5;10121;
1;77157;0;10;N;1;1;1;2;22030;2;10121;
1;77158;0;10;N;1;7;1;2;22030;2;10121;
1;77160;0;10,32;N;2;13;0;0;22030;2,5;10121;
1;60629;0;21,12;N;2;13;2;5;17991;2,5;10124;
1;60627;0;3;N;2;7;1;2;17991;2;10124;
1;60626;0;7;N;1;1;1;2;17991;2;10124;
1;60628;0;73,91;N;1;13;0;0;17991;2,5;10124;
1;78717;0;138,03;N;2;13;0;0;22336;2,5;10000;
1;78716;0;690,14;N;1;13;0;0;22336;2,5;10000;
1;78718;0;207,04;N;3;13;5;12,5;22336;2,5;10000;
1;69302;0;1;N;3;1;4;8;20049;2;10039;
1;69303;0;241,34;N;1;13;0;0;20049;2,5;10039;
1;69304;0;100,56;N;2;13;2;5;20049;2,5;10039;
1;69305;0;12;N;1;15;2;2;20049;1;10039;
1;69300;0;20;N;1;1;0;0;20049;2;10039;
1;69301;0;2;N;2;1;0;0;20049;2;10039;
1;70804;0;17;N;1;7;1;2;20399;2;10040;
1;70806;0;105,74;N;2;13;2;5;20399;2,5;10040;
1;70805;0;370,1;N;1;13;0;0;20399;2,5;10040;
1;70803;0;25;N;1;1;1;2;20399;2;10040;
1;70370;0;35,09;N;2;13;0;0;20292;2,5;10041;
1;70369;0;245,6;N;1;13;0;0;20292;2,5;10041;
1;70368;0;50;N;1;1;2;4;20292;2;10041;
1;70371;0;35,09;N;3;13;3;7,5;20292;2,5;10041;
1;70802;0;81,28;N;2;13;2;5;20398;2,5;10042;
1;70798;0;20;N;1;1;0;0;20398;2;10042;
1;70799;0;7;N;2;1;1;2;20398;2;10042;
1;70801;0;284,47;N;1;13;0;0;20398;2,5;10042;
1;70800;0;10;N;1;7;1;2;20398;2;10042;
1;68779;0;101,46;N;2;13;2;5;19933;2,5;10044;
1;68777;0;17;N;1;1;1;2;19933;2;10044;
1;68778;0;355,12;N;1;13;0;0;19933;2,5;10044;
1;68743;0;73,82;N;2;13;2;5;19925;2,5;10045;
1;68741;0;20;N;1;1;1;2;19925;2;10045;
1;68742;0;258,37;N;1;13;0;0;19925;2,5;10045;
1;68740;0;79,19;N;2;13;2;5;19924;2,5;10046;
1;68738;0;5;N;1;7;1;2;19924;2;10046;
1;68739;0;277,18;N;1;13;0;0;19924;2,5;10046;
1;68737;0;10;N;1;1;1;2;19924;2;10046;
1;64838;0;844,55;N;2;13;3;7,5;19022;2,5;10047;
1;64837;0;2955,94;N;1;13;0;0;19022;2,5;10047;
1;64836;0;40;N;1;7;2;4;19022;2;10047;
1;64835;0;25;N;1;1;2;4;19022;2;10047;
1;64833;0;98,64;N;1;13;0;0;19021;2,5;10048;
1;64831;0;5;N;1;1;1;2;19021;2;10048;
1;64834;0;172,61;N;2;13;3;7,5;19021;2,5;10048;
1;64832;0;30;N;1;7;2;4;19021;2;10048;
1;64829;0;190,77;N;1;13;0;0;19020;2,5;10049;
1;64828;0;20;N;1;7;2;4;19020;2;10049;
1;64830;0;54,51;N;2;13;3;7,5;19020;2,5;10049;
1;64827;0;5;N;1;1;1;2;19020;2;10049;
1;64824;0;20;N;1;7;2;4;19019;2;10050;
1;64826;0;130,92;N;2;13;3;7,5;19019;2,5;10050;
1;64825;0;261,85;N;1;13;0;0;19019;2,5;10050;
1;64823;0;633,34;N;2;13;3;7,5;19018;2,5;10051;
1;64822;0;1085,73;N;1;13;0;0;19018;2,5;10051;
1;64821;0;35;N;1;7;2;4;19018;2;10051;
1;68125;0;30;N;1;1;2;4;19780;2;10242;
1;68126;0;154,9;N;1;13;0;0;19780;2,5;10242;
1;68127;0;77,45;N;2;13;3;7,5;19780;2,5;10242;
1;67992;0;140,19;N;1;13;0;0;19742;2,5;10243;
1;67991;0;5;N;1;7;2;4;19742;2;10243;
1;67993;0;70,1;N;2;13;3;7,5;19742;2,5;10243;
1;67990;0;30;N;1;1;2;4;19742;2;10243;
1;69481;0;112,42;N;2;13;0;0;20089;2,5;10244;
1;69480;0;192,72;N;1;13;0;0;20089;2,5;10244;
1;69482;0;6,42;N;3;13;4;10;20089;2,5;10244;
1;69479;0;20;N;1;1;2;4;20089;2;10244;
1;73717;0;35;N;1;7;0;0;21130;2;10245;
1;73720;0;104,35;N;2;13;0;0;21130;2,5;10245;
1;73719;0;730,47;N;1;13;0;0;21130;2,5;10245;
1;73718;0;15;N;2;7;3;6;21130;2;10245;
1;73716;0;25;N;2;1;3;6;21130;2;10245;
1;73715;0;40;N;1;1;0;0;21130;2;10245;
1;73721;0;31,31;N;3;13;3;7,5;21130;2,5;10245;
1;73722;0;10;N;1;1;1;2;21131;2;10246;
1;73723;0;222,92;N;1;13;0;0;21131;2,5;10246;
1;73724;0;27,86;N;2;13;2;5;21131;2,5;10246;
1;68122;0;35;N;1;1;2;4;19779;2;10247;
1;68124;0;81,86;N;2;13;3;7,5;19779;2,5;10247;
1;68123;0;163,72;N;1;13;0;0;19779;2,5;10247;
1;78229;0;50;N;2;7;4;8;22234;2;10248;
1;78227;0;20;N;1;2;2;1;22234;0,5;10248;
1;7377;0;3;N;1;15;1;1;4167;1;2024;
1;7374;0;3;N;1;8;1;1;4167;1;2024;
1;7375;0;444,24;N;1;13;0;0;4167;2,5;2024;
1;7376;0;592,32;N;2;13;4;10;4167;2,5;2024;
1;7373;0;7;N;1;1;1;2;4167;2;2024;
1;7961;0;2;N;1;1;1;2;4283;2;2025;
1;7962;0;1;N;1;8;1;1;4283;1;2025;
1;7963;0;4811,23;N;1;13;0;0;4283;2,5;2025;
1;7964;0;1374,64;N;2;13;4;10;4283;2,5;2025;
1;7965;0;2;N;1;15;1;1;4283;1;2025;
1;7335;0;10;N;1;2;0;0;4164;0,5;2028;
1;7333;0;20;N;1;1;0;0;4164;2;2028;
1;7341;0;15;N;1;5;1;0;4164;0;2028;
1;7340;0;20;N;2;4;2;1;4164;0,5;2028;
1;7339;0;30;N;1;4;0;0;4164;0,5;2028;
1;7338;0;15;N;2;3;2;0;4164;0;2028;
1;7337;0;10;N;1;3;0;0;4164;0;2028;
1;7334;0;20;N;2;1;2;4;4164;2;2028;
1;7344;0;15;N;1;7;0;0;4164;2;2028;
1;7336;0;30;N;2;2;2;1;4164;0,5;2028;
1;7346;0;271,3;N;1;13;0;0;4164;2,5;2028;
1;7343;0;30;N;2;6;3;0;4164;0;2028;
1;7345;0;35;N;2;7;3;6;4164;2;2028;
1;7348;0;10;N;1;15;1;1;4164;1;2028;
1;7342;0;20;N;1;6;0;0;4164;0;2028;
1;7347;0;678,26;N;2;13;4;10;4164;2,5;2028;
1;78231;0;82,27;N;2;13;0;0;22234;2,5;10248;
1;78232;0;41,13;N;3;13;5;12,5;22234;2,5;10248;
1;78225;0;60;N;2;1;0;0;22234;2;10248;
1;78226;0;20;N;3;1;5;10;22234;2;10248;
1;78228;0;80;N;1;7;0;0;22234;2;10248;
1;78230;0;575,88;N;1;13;0;0;22234;2,5;10248;
1;78224;0;50;N;1;1;0;0;22234;2;10248;
1;73823;0;101,6;N;1;13;0;0;21153;2,5;10249;
1;7908;0;10;N;2;7;2;4;4277;2;2147;
1;7909;0;397,49;N;1;13;0;0;4277;2,5;2147;
1;7910;0;1192,48;N;2;13;4;10;4277;2,5;2147;
1;7911;0;3;N;1;15;1;1;4277;1;2147;
1;7907;0;25;N;1;7;0;0;4277;2;2147;
1;7905;0;35;N;1;1;0;0;4277;2;2147;
1;7906;0;5;N;2;1;2;4;4277;2;2147;
1;73824;0;11,29;N;2;13;2;5;21153;2,5;10249;
1;73820;0;10;N;1;1;1;2;21152;2;10250;
1;73821;0;451,18;N;1;13;0;0;21152;2,5;10250;
1;73822;0;56,4;N;2;13;2;5;21152;2,5;10250;
1;67995;0;90,41;N;1;13;0;0;19743;2,5;10251;
1;67996;0;52,74;N;2;13;3;7,5;19743;2,5;10251;
1;67994;0;5;N;1;1;1;2;19743;2;10251;
1;78218;0;5;N;1;1;1;2;22233;2;10252;
1;78219;0;20;N;1;7;1;2;22233;2;10252;
1;4234;0;1253,61;N;1;13;1;2,5;1510;2,5;2294;
1;4235;0;2;N;1;15;2;2;1510;1;2294;
1;4233;0;8;N;1;7;1;2;1510;2;2294;
1;4231;0;1;N;2;1;0;0;1510;2;2294;
1;4232;0;1;N;3;1;6;12;1510;2;2294;
1;4230;0;3;N;1;1;0;0;1510;2;2294;
1;4237;0;574,39;N;1;13;2;5;1511;2,5;2295;
1;4236;0;2;N;1;1;1;2;1511;2;2295;
1;78221;0;252,36;N;1;13;0;0;22233;2,5;10252;
1;78222;0;36,05;N;2;13;0;0;22233;2,5;10252;
1;78220;0;2;N;3;8;5;5;22233;1;10252;
1;78223;0;18,03;N;3;13;3;7,5;22233;2,5;10252;
1;74768;0;20;N;1;2;0;0;21413;2;10253;
1;74769;0;10;N;2;2;3;1,5;21413;0,5;10253;
1;74770;0;20;N;1;7;2;4;21413;2;10253;
1;74771;0;351,61;N;1;13;0;0;21413;2,5;10253;
1;74772;0;50,23;N;2;13;0;0;21413;2,5;10253;
1;4553;0;2;N;1;15;3;3;1663;1;2378;
1;4551;0;5;N;2;1;0;0;1663;2;2378;
1;4552;0;2;N;3;1;4;8;1663;2;2378;
1;74773;0;50,23;N;3;13;3;7,5;21413;2,5;10253;
1;76373;0;25;N;3;7;5;10;21853;2;10155;
1;76371;0;50;N;1;1;3;6;21853;2;10155;
1;76377;0;120,97;N;3;13;3;7,5;21853;2,5;10155;
1;76376;0;120,97;N;2;13;0;0;21853;2,5;10155;
1;76375;0;846,78;N;1;13;0;0;21853;2,5;10155;
1;76374;0;3;N;1;8;1;1;21853;1;10155;
1;76372;0;30;N;2;7;2;4;21853;2;10155;
1;76589;0;210,2;N;2;13;2;5;21909;2,5;10161;
1;76587;0;30;N;1;7;2;4;21909;2;10161;
1;76588;0;630,61;N;1;13;0;0;21909;2,5;10161;
1;76597;0;101,13;N;2;13;2;5;21911;2,5;10174;
1;76594;0;5;N;1;1;2;4;21911;2;10174;
1;76596;0;303,4;N;1;13;0;0;21911;2,5;10174;
1;76595;0;15;N;1;7;2;4;21911;2;10174;
1;76576;0;30;N;1;1;2;4;21906;2;10182;
1;76577;0;303,97;N;1;13;0;0;21906;2,5;10182;
1;76578;0;101,32;N;2;13;3;7,5;21906;2,5;10182;
1;7435;0;3251,71;N;1;13;0;0;4177;2,5;1169;
1;7437;0;8;N;1;15;2;2;4177;1;1169;
1;7432;0;40;N;1;4;2;1;4177;0,5;1169;
1;7434;0;2;N;1;8;1;1;4177;1;1169;
1;7436;0;1300,68;N;2;13;3;7,5;4177;2,5;1169;
1;7433;0;4;N;1;7;1;2;4177;2;1169;
1;76579;0;15;N;1;1;2;4;21907;2;10183;
1;76581;0;431,91;N;1;13;0;0;21907;2,5;10183;
1;76580;0;20;N;1;7;2;4;21907;2;10183;
1;76582;0;215,95;N;2;13;3;7,5;21907;2,5;10183;
1;77018;0;214,27;N;2;13;3;7,5;22001;2,5;10188;
1;77016;0;20;N;1;7;2;4;22001;2;10188;
1;77015;0;10;N;1;1;2;4;22001;2;10188;
1;77017;0;428,54;N;1;13;0;0;22001;2,5;10188;
1;7781;0;2502,87;N;2;13;4;10;4250;2,5;1266;
1;7779;0;10;N;1;1;1;2;4250;2;1266;
1;7780;0;3128,58;N;1;13;0;0;4250;2,5;1266;
1;4672;0;4;N;1;6;3;0;1720;0;1267;
1;4671;0;5;N;3;1;7;14;1720;2;1267;
1;4670;0;10;N;2;1;0;0;1720;2;1267;
1;4673;0;2;N;1;8;1;1;1720;1;1267;
1;4669;0;30;N;1;1;0;0;1720;2;1267;
1;4598;0;1;N;1;8;1;1;1685;1;1271;
1;4597;0;10;N;3;1;8;16;1685;2;1271;
1;4595;0;38;N;1;1;0;0;1685;2;1271;
1;4596;0;35;N;2;1;0;0;1685;2;1271;
1;4599;0;2;N;1;10;2;0;1685;0;1271;
1;7967;0;20;N;1;7;0;0;4284;2;1276;
1;77022;0;182,68;N;2;13;3;7,5;22002;2,5;10189;
1;77020;0;30;N;1;1;2;4;22002;2;10189;
1;77021;0;365,36;N;1;13;0;0;22002;2,5;10189;
1;76991;0;20;N;1;7;2;4;21995;2;10192;
1;76992;0;472,41;N;1;13;0;0;21995;2,5;10192;
1;76993;0;236,21;N;2;13;3;7,5;21995;2,5;10192;
1;76990;0;15;N;1;1;2;4;21995;2;10192;
1;68835;0;143,47;N;2;13;2;5;19947;2,5;10224;
1;7970;0;2052,2;N;1;13;0;0;4284;2,5;1276;
1;7971;0;3078,29;N;2;13;0;0;4284;2,5;1276;
1;7966;0;5;N;1;1;1;2;4284;2;1276;
1;7972;0;342,03;N;3;13;4;10;4284;2,5;1276;
1;7968;0;10;N;2;7;2;4;4284;2;1276;
1;7969;0;20;N;1;10;2;0;4284;0;1276;
1;7903;0;193,62;N;1;13;0;0;4276;2,5;1285;
1;7904;0;1355,32;N;2;13;5;12,5;4276;2,5;1285;
1;7901;0;20;N;1;7;0;0;4276;2;1285;
1;7900;0;10;N;2;1;2;4;4276;2;1285;
1;7899;0;30;N;1;1;0;0;4276;2;1285;
1;7902;0;10;N;2;7;2;4;4276;2;1285;
1;7265;0;5;N;2;9;3;1,5;4157;0,5;1287;
1;7266;0;749,8;N;1;13;0;0;4157;2,5;1287;
1;7267;0;1249,67;N;2;13;4;10;4157;2,5;1287;
1;7268;0;12;N;1;15;2;2;4157;1;1287;
1;7261;0;70;N;1;1;0;0;4157;2;1287;
1;7264;0;10;N;1;9;0;0;4157;0,5;1287;
1;7263;0;40;N;1;2;2;1;4157;0,5;1287;
1;7262;0;15;N;2;1;3;6;4157;2;1287;
1;8084;0;10;N;1;1;1;2;4298;2;1328;
1;8088;0;40;N;1;10;0;0;4298;0;1328;
1;8087;0;3;N;1;9;1;0,5;4298;0,5;1328;
1;8085;0;40;N;1;7;0;0;4298;2;1328;
1;8091;0;3350,46;N;2;13;4;10;4298;2,5;1328;
1;8089;0;10;N;2;10;2;0;4298;0;1328;
1;8093;0;8;N;2;15;2;2;4298;1;1328;
1;8086;0;30;N;2;7;2;4;4298;2;1328;
1;8092;0;10;N;1;15;0;0;4298;1;1328;
1;8090;0;2010,27;N;1;13;0;0;4298;2,5;1328;
1;7927;0;10;N;1;3;1;0;4279;0;1348;
1;7931;0;1;N;1;8;1;1;4279;1;1348;
1;7934;0;10;N;1;15;1;1;4279;1;1348;
1;7929;0;20;N;1;7;0;0;4279;2;1348;
1;7926;0;96;N;2;1;3;6;4279;2;1348;
1;7932;0;227,6;N;1;13;0;0;4279;2,5;1348;
1;7928;0;10;N;1;4;1;0,5;4279;0,5;1348;
1;7930;0;12;N;2;7;3;6;4279;2;1348;
1;7925;0;20;N;1;1;0;0;4279;2;1348;
1;7933;0;1593,17;N;2;13;5;12,5;4279;2,5;1348;
1;7895;0;10;N;1;10;0;0;4275;0;1349;
1;7891;0;20;N;2;1;2;4;4275;2;1349;
1;7893;0;10;N;2;7;2;4;4275;2;1349;
1;7896;0;5;N;2;10;2;0;4275;0;1349;
1;7897;0;193,9;N;1;13;0;0;4275;2,5;1349;
1;7898;0;1357,29;N;2;13;5;12,5;4275;2,5;1349;
1;7892;0;30;N;1;7;0;0;4275;2;1349;
1;7890;0;50;N;1;1;0;0;4275;2;1349;
1;7894;0;2;N;1;8;1;1;4275;1;1349;
1;7386;0;10;N;3;10;4;0;4169;0;1350;
1;7383;0;20;N;1;1;2;4;4169;2;1350;
1;7388;0;201,21;N;2;13;4;10;4169;2,5;1350;
1;7385;0;10;N;1;7;1;2;4169;2;1350;
1;7384;0;30;N;1;2;2;1;4169;0,5;1350;
1;7387;0;120,73;N;1;13;0;0;4169;2,5;1350;
1;20647;0;1015,24;N;1;13;0;0;7268;2,5;1352;
1;20645;0;50;N;2;7;3;6;7268;2;1352;
1;20643;0;16;N;1;4;4;2;7268;0,5;1352;
1;20641;0;15;N;1;2;0;0;7268;0,5;1352;
1;20640;0;23;N;1;1;3;6;7268;2;1352;
1;20642;0;20;N;2;2;3;1,5;7268;0,5;1352;
1;20644;0;100;N;1;7;0;0;7268;2;1352;
1;20650;0;20;N;1;14;1;0;7268;0;1352;
1;20649;0;101,52;N;3;13;5;12,5;7268;2,5;1352;
1;20648;0;812,19;N;2;13;0;0;7268;2,5;1352;
1;20651;0;14;N;1;15;2;2;7268;1;1352;
1;20646;0;25;N;2;10;3;0;7268;0;1352;
1;7287;0;20;N;1;7;2;4;4160;2;1363;
1;7290;0;1071,19;N;2;13;4;10;4160;2,5;1363;
1;7286;0;20;N;1;2;2;1;4160;0,5;1363;
1;7289;0;803,39;N;1;13;0;0;4160;2,5;1363;
1;7288;0;10;N;1;9;2;1;4160;0,5;1363;
1;7285;0;40;N;1;1;2;4;4160;2;1363;
1;7291;0;5;N;1;15;2;2;4160;1;1363;
1;68832;0;17;N;1;1;1;2;19947;2;10224;
1;68833;0;10;N;1;7;1;2;19947;2;10224;
1;68834;0;502,14;N;1;13;0;0;19947;2,5;10224;
1;68984;0;7;N;1;1;1;2;19985;2;10232;
1;68986;0;145,84;N;1;13;0;0;19985;2,5;10232;
1;68987;0;36,46;N;2;13;2;5;19985;2,5;10232;
1;68985;0;5;N;1;7;1;2;19985;2;10232;
1;74789;0;194,4;N;1;13;0;0;21416;2,5;10233;
1;74790;0;48,6;N;2;13;2;5;21416;2,5;10233;
1;68154;0;15;N;1;7;2;4;19788;2;10235;
1;68153;0;40;N;1;1;2;4;19788;2;10235;
1;68156;0;224,91;N;2;13;3;7,5;19788;2,5;10235;
1;68155;0;385,57;N;1;13;0;0;19788;2,5;10235;
1;69537;0;226,67;N;2;13;3;7,5;20104;2,5;10237;
1;69535;0;30;N;1;7;2;4;20104;2;10237;
1;69536;0;388,58;N;1;13;0;0;20104;2,5;10237;
1;69534;0;25;N;1;1;2;4;20104;2;10237;
1;68973;0;110,27;N;1;13;0;0;19980;2,5;10238;
1;68972;0;7;N;1;1;1;2;19980;2;10238;
1;68974;0;13,78;N;2;13;2;5;19980;2,5;10238;
1;68964;0;23,2;N;3;13;3;7,5;19978;2,5;10239;
1;68960;0;25;N;1;1;0;0;19978;2;10239;
1;68961;0;15;N;1;1;1;2;19978;2;10239;
1;68962;0;324,84;N;1;13;0;0;19978;2,5;10239;
1;68963;0;92,81;N;2;13;0;0;19978;2,5;10239;
1;73819;0;39,53;N;2;13;2;5;21151;2,5;10240;
1;73816;0;10;N;1;1;1;2;21151;2;10240;
1;73817;0;5;N;1;7;1;2;21151;2;10240;
1;73818;0;316,2;N;1;13;0;0;21151;2,5;10240;
1;68147;0;50;N;1;2;2;1;19786;0,5;10241;
1;68145;0;10;N;1;1;0;0;19786;2;10241;
1;68148;0;269;N;1;13;0;0;19786;2,5;10241;
1;68146;0;20;N;2;1;2;4;19786;2;10241;
1;68149;0;156,92;N;2;13;3;7,5;19786;2,5;10241;
1;76187;0;30;N;2;2;3;1,5;21815;0,5;10320;
1;76186;0;10;N;1;2;0;0;21815;0,5;10320;
1;76190;0;500,54;N;2;13;4;10;21815;2,5;10320;
1;76185;0;20;N;2;1;3;6;21815;2;10320;
1;65936;0;33,04;N;3;13;3;7,5;19269;2,5;10323;
1;65934;0;462,52;N;1;13;0;0;19269;2,5;10323;
1;65933;0;5;N;3;7;3;6;19269;2;10323;
1;65932;0;20;N;2;7;0;0;19269;2;10323;
1;65931;0;30;N;1;7;0;0;19269;2;10323;
1;65930;0;10;N;3;1;3;6;19269;2;10323;
1;65929;0;10;N;2;1;0;0;19269;2;10323;
1;65928;0;25;N;1;1;0;0;19269;2;10323;
1;65935;0;132,15;N;2;13;0;0;19269;2,5;10323;
1;63925;0;12,49;N;1;13;2;5;18778;2,5;10324;
1;75955;0;448,79;N;2;13;0;0;21750;2,5;10325;
1;75956;0;74,8;N;3;13;6;15;21750;2,5;10325;
1;75951;0;10;N;2;1;3;6;21750;2;10325;
1;75953;0;10;N;2;7;3;6;21750;2;10325;
1;75952;0;50;N;1;7;0;0;21750;2;10325;
1;75954;0;149,6;N;1;13;0;0;21750;2,5;10325;
1;75950;0;15;N;1;1;0;0;21750;2;10325;
1;62891;0;55,76;N;2;13;2;5;18515;2,5;10326;
1;62889;0;50;N;1;1;2;4;18515;2;10326;
1;62890;0;55,76;N;1;13;0;0;18515;2,5;10326;
1;62865;0;487,99;N;1;13;0;0;18509;2,5;10327;
1;62864;0;120;N;1;2;2;1;18509;0,5;10327;
1;62863;0;10;N;2;1;3;6;18509;2;10327;
1;62862;0;50;N;1;1;0;0;18509;2;10327;
1;62866;0;390,39;N;2;13;4;10;18509;2,5;10327;
1;76255;0;157,96;N;2;13;3;7,5;21828;2,5;10329;
1;76253;0;3;N;2;1;3;6;21828;2;10329;
1;76252;0;20;N;1;1;0;0;21828;2;10329;
1;76254;0;236,94;N;1;13;0;0;21828;2,5;10329;
1;63461;0;171,8;N;1;13;0;0;18660;2,5;10331;
1;63460;0;10;N;1;7;2;4;18660;2;10331;
1;63459;0;15;N;1;1;2;4;18660;2;10331;
1;63462;0;85,9;N;2;13;3;7,5;18660;2,5;10331;
1;63468;0;158,89;N;2;13;4;10;18661;2,5;10332;
1;63465;0;20;N;1;7;0;0;18661;2;10332;
1;63466;0;15;N;2;7;3;6;18661;2;10332;
1;63464;0;2;N;3;1;4;8;18661;2;10332;
1;63463;0;15;N;1;1;0;0;18661;2;10332;
1;68676;0;69,98;N;2;13;2;5;19909;2,5;10254;
1;68674;0;10;N;1;1;1;2;19909;2;10254;
1;68675;0;559,86;N;1;13;0;0;19909;2,5;10254;
1;68117;0;171,96;N;1;13;0;0;19777;2,5;10255;
1;68116;0;40;N;1;1;2;4;19777;2;10255;
1;68118;0;85,98;N;2;13;3;7,5;19777;2,5;10255;
1;73836;0;7,96;N;2;13;2;5;21157;2,5;10256;
1;73835;0;71,63;N;1;13;0;0;21157;2,5;10256;
1;73830;0;21,15;N;2;13;2;5;21155;2,5;10257;
1;73829;0;190,33;N;1;13;0;0;21155;2,5;10257;
1;76812;0;190,2;N;2;13;4;10;21958;2,5;10262;
1;76811;0;285,3;N;1;13;0;0;21958;2,5;10262;
1;76810;0;5;N;1;1;1;2;21958;2;10262;
1;76814;0;83,29;N;1;13;0;0;21959;2,5;10269;
1;76815;0;55,52;N;2;13;4;10;21959;2,5;10269;
1;76813;0;2;N;1;1;1;2;21959;2;10269;
1;77454;0;10;N;1;7;2;4;22104;2;10280;
1;77457;0;32,32;N;2;13;3;7,5;22104;2,5;10280;
1;77456;0;64,64;N;1;13;0;0;22104;2,5;10280;
1;77455;0;5;N;1;10;1;0;22104;0;10280;
1;76850;0;10;N;1;1;2;4;21966;2;10283;
1;76852;0;111,74;N;2;13;3;7,5;21966;2,5;10283;
1;76851;0;191,55;N;1;13;0;0;21966;2,5;10283;
1;77429;0;1985,28;N;1;13;0;0;22096;2,5;10284;
1;77426;0;10;N;1;1;2;4;22096;2;10284;
1;77427;0;20;N;1;7;2;4;22096;2;10284;
1;77428;0;2;N;2;8;3;3;22096;1;10284;
1;77430;0;330,88;N;2;13;2;5;22096;2,5;10284;
1;77453;0;140,78;N;2;13;3;7,5;22103;2,5;10285;
1;77452;0;281,56;N;1;13;0;0;22103;2,5;10285;
1;77451;0;20;N;1;1;2;4;22103;2;10285;
1;76772;0;20;N;1;7;2;4;21950;2;10302;
1;76774;0;286,44;N;1;13;0;0;21950;2,5;10302;
1;76773;0;1;N;1;8;2;2;21950;1;10302;
1;76775;0;143,22;N;2;13;3;7,5;21950;2,5;10302;
1;76771;0;15;N;1;1;2;4;21950;2;10302;
1;76842;0;489,59;N;2;13;3;7,5;21964;2,5;10303;
1;76841;0;839,3;N;1;13;0;0;21964;2,5;10303;
1;76839;0;50;N;2;1;3;6;21964;2;10303;
1;76840;0;150;N;1;7;2;4;21964;2;10303;
1;76838;0;100;N;1;1;0;0;21964;2;10303;
1;76836;0;291,96;N;1;13;0;0;21963;2,5;10304;
1;76835;0;410;N;1;7;2;4;21963;2;10304;
1;76834;0;40;N;2;1;3;6;21963;2;10304;
1;76833;0;30;N;1;1;0;0;21963;2;10304;
1;76837;0;194,64;N;2;13;4;10;21963;2,5;10304;
1;70768;0;20;N;1;1;2;4;20392;2;10314;
1;70771;0;229,88;N;2;13;0;0;20392;2,5;10314;
1;70769;0;30;N;1;7;2;4;20392;2;10314;
1;70770;0;287,35;N;1;13;0;0;20392;2,5;10314;
1;70772;0;57,47;N;3;13;6;15;20392;2,5;10314;
1;70773;0;10;N;1;1;2;4;20393;2;10315;
1;70774;0;122,25;N;1;13;0;0;20393;2,5;10315;
1;70775;0;40,75;N;2;13;3;7,5;20393;2,5;10315;
1;65022;0;1798,54;N;1;13;0;0;19067;2,5;10318;
1;65023;0;199,84;N;2;13;2;5;19067;2,5;10318;
1;76188;0;1;N;2;8;3;3;21815;1;10320;
